drawDate,lotteryType,province,DB,DB_head,DB_tail,specialCodes,G1,G2,G3,G4,G5,G6,G7
2020-05-30,XSMB,"Hà Nội",59964,59,64,7HQ|15HQ|3HQ,86926,35850|92115,55065|04522|25840|97732|51771|88224,4112|3340|0045|4945,7309|8522|8969|9602|6695|6372,380|481|888,80|17|44|75
2020-05-31,XSMB,"Hà Nội",83834,83,34,9HP|15HP|4HP,40366,54794|04325,90733|66649|68246|18251|14931|25781,8941|3021|3538|4147,1582|9369|9343|1664|0734|6952,343|179|859,48|17|77|61
2020-06-01,XSMB,"Hà Nội",62323,62,23,2HN|6HN|1HN,07533,95966|65361,47749|04864|91013|44376|81088|25177,9508|5327|5178|9743,9329|9268|0313|9708|1398|7720,991|461|688,59|03|51|52
2020-06-02,XSMB,"Hà Nội",79222,79,22,11HM|9HM|4HM,47910,87767|34726,99625|15329|12223|76483|57159|48587,8481|1746|6753|9525,6305|6909|8550|2717|1935|6827,403|790|056,51|12|16|39
2020-06-03,XSMB,"Hà Nội",62500,62,00,15HL|1HL|12HL,12536,35103|57732,82893|94693|74111|39001|31280|43462,9795|9890|8444|0830,3077|7944|4950|8084|3127|3748,577|135|933,79|09|33|75
2020-06-04,XSMB,"Hà Nội",76278,76,78,11HK|9HK|7HK,45337,95912|63431,41844|26842|38623|01159|51317|44072,3910|4936|0054|3493,8239|3959|1280|5867|6588|5649,638|992|195,04|27|06|66
2020-06-05,XSMB,"Hà Nội",79913,79,13,7HG|15HG|11HG,01136,98576|99322,87720|51366|27226|99799|06602|23813,3901|5400|3380|5847,7642|6047|0638|3103|7653|3408,530|726|547,31|23|38|42
2020-06-06,XSMB,"Hà Nội",18932,18,32,10HF|14HF|4HF,33537,02328|36234,54214|03913|38922|68492|41664|59936,4340|5833|4532|0908,2072|5495|1303|3723|3545|7728,281|841|263,19|52|67|77
2020-06-07,XSMB,"Hà Nội",88039,88,39,3HE|11HE|13HE,66654,72928|15628,78776|19194|24750|76403|99938|25918,8042|4074|5766|6648,4019|0261|5932|3645|2821|1183,421|108|519,27|55|64|91
2020-06-08,XSMB,"Hà Nội",56860,56,60,12HD|5HD|8HD,12818,99675|91682,10707|00381|87171|41265|55849|86320,3620|9778|3688|9515,4641|8570|1185|3412|4863|2977,034|749|495,12|16|07|18
2020-06-09,XSMB,"Hà Nội",27570,27,70,15HC|11HC|9HC,53306,70596|53264,00724|02426|97728|00280|59507|89538,1054|6795|0695|4598,7578|5513|5447|8164|9021|3509,291|262|214,83|98|97|36
2020-06-10,XSMB,"Hà Nội",63530,63,30,11HB|15HB|3HB,72560,84474|29043,13609|44814|90603|44453|98442|03396,7211|3114|8739|9796,8331|0361|5156|8838|6667|0163,014|166|187,12|48|34|61
2020-06-11,XSMB,"Hà Nội",76634,76,34,13HA|8HA|7HA,74218,64183|75619,88737|89731|10307|15168|53191|70235,0635|5910|4434|9440,3766|6041|8697|0030|4259|2707,904|332|459,43|45|00|90
2020-06-12,XSMB,"Hà Nội",51903,51,03,6KZ|13KZ|8KZ,86977,82649|53855,32984|31100|82680|69222|64046|38224,2170|8108|4539|3246,7734|5033|4448|0683|5654|3628,771|469|497,34|40|03|09
2020-06-13,XSMB,"Hà Nội",93761,93,61,1KY|4KY|2KY,04667,47532|87951,11759|86462|46708|13361|67967|48048,2004|4806|7321|3239,5453|7164|5750|9473|6975|8295,219|537|506,79|30|39|38
2020-06-14,XSMB,"Hà Nội",36374,36,74,6KX|1KX|11KX,23994,88493|28214,25661|40172|03328|52439|39779|54185,3849|1008|4607|7906,9653|5232|6383|9209|4768|5306,794|102|013,78|01|49|53
2020-06-15,XSMB,"Hà Nội",75952,75,52,12KV|2KV|1KV,07700,69742|24824,92864|82227|22072|36255|16048|87103,1653|3887|9004|8120,2349|4251|3917|1079|1279|0264,437|551|838,98|72|30|41
2020-06-16,XSMB,"Hà Nội",94962,94,62,13KU|15KU|6KU,57945,53897|87741,82799|24906|37707|00231|75387|13619,8040|1505|6707|9788,1519|9048|0626|7834|3330|5945,804|092|290,57|71|40|04
2020-06-17,XSMB,"Hà Nội",02517,02,17,12KT|3KT|7KT,36218,82959|24644,73031|39307|61822|19735|66763|58721,6163|9650|4377|0941,5777|7402|6960|7178|7577|9882,474|857|278,93|77|51|79
2020-06-18,XSMB,"Hà Nội",38289,38,89,10KS|13KS|1KS,26120,00224|00014,05717|86380|44189|45846|67123|34208,7032|1180|6772|9793,3721|5194|2502|0177|7394|2584,592|157|299,00|18|06|50
2020-06-19,XSMB,"Hà Nội",04630,04,30,5KR|13KR|6KR,57457,93913|76246,45032|05246|37236|76460|98088|63220,5104|2003|4835|4913,0208|9530|8773|3869|1043|9264,044|638|417,56|64|38|59
2020-06-20,XSMB,"Hà Nội",18969,18,69,12KQ|4KQ|6KQ,42537,59784|50379,11176|85918|17884|88398|79928|34164,4390|6742|4058|3678,0454|2160|8780|4745|9858|6299,080|172|089,31|17|13|59
2020-06-21,XSMB,"Hà Nội",25127,25,27,9KP|13KP|14KP,98702,02811|83835,50839|80405|71353|92701|74561|45805,9667|8190|3470|7125,2896|9065|1902|3898|3786|5727,940|559|121,95|36|04|99
2020-06-22,XSMB,"Hà Nội",67617,67,17,14KN|2KN|12KN,54083,70006|04609,47630|65905|31256|55693|85433|09538,3649|6217|6462|9507,4649|9025|5505|1021|1233|7526,088|943|019,43|52|22|09
2020-06-23,XSMB,"Hà Nội",34062,34,62,5KM|2KM|4KM,78556,07801|53366,32938|84131|33243|07236|33621|22838,6033|7665|2406|5133,8076|4920|6244|9094|1730|1667,847|889|942,52|70|54|01
2020-06-24,XSMB,"Hà Nội",80610,80,10,6KL|13KL|11KL,03759,58529|27901,87750|04530|20095|82559|43879|47954,7683|2120|7609|2696,0326|0845|6960|4487|5299|0630,438|166|639,19|78|49|67
2020-06-25,XSMB,"Hà Nội",46982,46,82,7KH|9KH|8KH,96351,95546|36874,03009|92477|73681|08620|24628|32394,0611|2804|5970|9420,0687|3476|1228|9874|8980|3333,222|513|779,98|72|42|92
2020-06-26,XSMB,"Hà Nội",01316,01,16,14KG|15KG|13KG,06155,25162|84573,08797|73728|77527|59948|75867|53870,8238|9814|9427|0704,5194|6446|0134|9337|3152|2658,321|431|902,16|38|31|22
2020-06-27,XSMB,"Hà Nội",74236,74,36,12KF|4KF|2KF,22390,94698|06978,00766|42787|14336|24561|48779|22294,4639|2606|4710|7097,4181|9731|1034|0399|5836|1720,541|607|548,25|35|52|46
2020-06-28,XSMB,"Hà Nội",36351,36,51,9KE|14KE|3KE,57190,82085|17293,54622|94979|94853|35043|37664|24341,3878|3953|8623|9459,1924|6386|8595|8743|7738|8050,742|485|492,10|92|90|09
2020-06-29,XSMB,"Hà Nội",66720,66,20,3KD|12KD|5KD,47882,19356|60457,78378|95308|83715|23314|50690|70545,7766|6519|9890|6100,2237|2952|7581|6671|1874|5846,752|426|312,78|29|76|28
2020-06-30,XSMB,"Hà Nội",67229,67,29,1KC|8KC|9KC,25778,32027|27889,07636|79150|57279|24619|02049|75693,4617|4756|0475|0856,2592|0619|0042|0371|9868|3630,361|458|037,10|53|36|64
2020-07-01,XSMB,"Hà Nội",44435,44,35,3KB|2KB|14KB|8KB|6KB,95361,32743|77297,45653|44668|14502|51671|45385|52095,9221|5165|9374|1987,3928|6088|8155|2749|3543|6596,404|726|937,86|91|00|55
2020-07-02,XSMB,"Hà Nội",61129,61,29,12KA|13KA|14KA|15KA|3KA|5KA,69904,71780|01538,21787|54690|70085|91151|57731|48787,0101|6384|1856|7735,1653|2824|2027|9922|1686|8012,059|160|648,76|51|95|79
2020-07-03,XSMB,"Hà Nội",58827,58,27,10LZ|12LZ|14LZ|1LZ|2LZ|9LZ,67119,20017|74828,15849|42557|70152|05128|97170|90611,4839|9882|7284|5102,6746|0342|7729|9252|7816|7478,789|958|247,32|27|98|06
2020-07-04,XSMB,"Hà Nội",77775,77,75,12LY|14LY|15LY|1LY|8LY|9LY,02917,92075|95679,34008|02955|63385|53599|00340|54607,1211|2080|8508|2732,1906|5140|1899|1189|5095|4187,217|051|670,33|07|54|19
2020-07-05,XSMB,"Hà Nội",11070,11,70,11LX|13LX|14LX|15LX|2LX|3LX,81900,93541|83224,78501|89467|62358|98881|75755|37494,2841|6916|5056|5898,8252|4890|6811|0216|2411|2043,525|144|656,59|77|50|98
2020-07-06,XSMB,"Hà Nội",25470,25,70,10LV|12LV|13LV|4LV|6LV|8LV,33022,49883|27761,64764|51517|66381|17009|94508|45402,9508|1684|8272|4872,2786|4221|8805|1397|0746|4892,167|893|588,47|65|22|09
2020-07-07,XSMB,"Hà Nội",73860,73,60,13LU|1LU|2LU|3LU|5LU|6LU,79082,31767|70928,45597|84179|73981|16230|77374|24084,9406|1002|0017|4909,7556|3704|8630|9277|5903|9583,511|516|149,58|22|80|41
2020-07-08,XSMB,"Hà Nội",83783,83,83,10LT|11LT|12LT|4LT|8LT|9LT,39712,10337|75074,93094|01693|45387|10142|54790|67253,6360|3038|9900|8733,8903|7577|8891|0655|3150|9260,134|805|364,09|15|47|36
2020-07-09,XSMB,"Hà Nội",78091,78,91,13LS|14LS|3LS|6LS|7LS|8LS,01297,71417|61080,04842|93710|37494|33041|25071|03553,4416|4647|7523|8077,7514|5375|1420|8770|1813|4547,633|374|690,88|89|21|20
2020-07-10,XSMB,"Hà Nội",77969,77,69,14LR|1LR|2LR|3LR|4LR|5LR,17076,84622|23564,90812|24864|85572|27434|05880|42259,4577|5886|8354|4593,7821|0471|2893|5786|2055|7995,631|555|586,32|64|28|07
2020-07-11,XSMB,"Hà Nội",03116,03,16,11LQ|12LQ|14LQ|3LQ|7LQ|9LQ,23757,55962|84187,56135|29413|58697|29486|81019|84604,1149|3493|1445|0328,1141|9928|3090|2848|8728|9826,017|988|818,36|09|56|74
2020-07-12,XSMB,"Hà Nội",28890,28,90,14LP|15LP|2LP|3LP|4LP|9LP,64908,02124|88693,23230|59817|27693|80024|64008|10318,3792|1337|6871|6362,2900|6147|8579|3594|7515|0676,342|048|111,68|65|15|60
2020-07-13,XSMB,"Hà Nội",20508,20,08,12LN|14LN|15LN|1LN|5LN|6LN,40309,98200|33400,66728|67248|56140|73707|62226|91515,3056|2166|4819|0233,0706|0772|8290|2393|9380|9583,084|804|547,43|90|87|20
2020-07-14,XSMB,"Hà Nội",44789,44,89,12LM|15LM|1LM|2LM|7LM|9LM,32941,51939|62426,86373|73661|37988|86178|44560|20117,6936|1482|8941|9520,6696|4039|0762|5323|1903|4668,316|391|618,20|06|28|41
2020-07-15,XSMB,"Hà Nội",70102,70,02,12LK|13LK|2LK|3LK|5LK|6LK,04547,46037|31401,98891|70034|10961|31081|36458|61985,9082|5211|7194|7642,0904|3499|7950|8641|0418|0243,961|100|250,97|52|25|37
2020-07-16,XSMB,"Hà Nội",24511,24,11,11LH|13LH|3LH|5LH|6LH|8LH,08388,88927|12190,02608|03546|74997|56335|25684|31408,1775|6124|9739|2386,7182|4022|7325|1259|4890|6908,867|065|857,01|44|98|12
2020-07-17,XSMB,"Hà Nội",60814,60,14,10LG|11LG|12LG|15LG|1LG|8LG,94807,65879|80885,24813|36791|73941|59296|11601|96950,9395|6913|0302|8928,7050|6416|0678|2468|1296|2489,615|698|622,05|38|35|59
2020-07-18,XSMB,"Hà Nội",06586,06,86,11LF|12LF|15LF|3LF|4LF|8LF,88992,09870|08582,45715|02987|22543|98933|57519|06325,3373|4357|6070|4523,6623|6721|1644|3471|7479|2588,600|683|103,63|08|16|62
2020-07-19,XSMB,"Hà Nội",08834,08,34,12LE|2LE|4LE|5LE|7LE|9LE,59281,72814|05319,72034|08902|36614|96369|19411|69771,1406|1294|0839|6341,2078|8566|2180|4159|6578|1039,550|843|708,12|66|04|29
2020-07-20,XSMB,"Hà Nội",30629,30,29,11LD|12LD|15LD|2LD|5LD|8LD,78151,99590|45587,76427|21299|72150|92686|86789|60272,9471|9312|2405|1836,7137|7332|3335|0922|6462|4138,348|029|206,07|18|41|35
2020-07-21,XSMB,"Hà Nội",51088,51,88,10LC|12LC|13LC|14LC|16LC|1LC|8LC|9LC,14023,06619|48663,77436|24486|40544|99346|02873|68110,6042|0843|6397|2636,1592|0844|9245|7421|4166|3524,592|187|701,49|33|42|74
2020-07-22,XSMB,"Hà Nội",20942,20,42,12LB|14LB|1LB|2LB|6LB|7LB,20585,35075|48896,91255|42555|96964|88274|62044|82907,5739|0116|6416|2994,4826|4362|8094|4616|9403|0974,797|288|915,79|38|13|83
2020-07-23,XSMB,"Hà Nội",09592,09,92,11LA|12LA|14LA|1LA|4LA|7LA,52844,92361|06335,59230|11100|33507|91217|02232|16590,0521|7350|8656|0667,6455|3876|7405|2985|0335|2019,867|442|932,65|03|69|10
2020-07-24,XSMB,"Hà Nội",57597,57,97,10MZ|2MZ|4MZ|5MZ|6MZ|8MZ,30231,47152|94758,24173|39425|73323|80480|79305|87072,6822|5632|4515|7254,0554|8426|4429|7770|2357|3494,069|019|583,52|83|16|24
2020-07-25,XSMB,"Hà Nội",22508,22,08,10MY|11MY|13MY|15MY|2MY|5MY,51355,52122|81399,96930|33569|32259|83268|47411|75954,2347|2479|3410|2426,5380|5302|7009|0398|8101|0940,365|125|085,07|48|04|17
2020-07-26,XSMB,"Hà Nội",71154,71,54,11MX|12MX|13MX|14MX|2MX|9MX,76972,86553|71613,40019|42698|85600|81597|11389|69140,0860|0117|9809|5756,4887|3896|2588|3158|8401|8135,412|196|891,67|37|59|11
2020-07-27,XSMB,"Hà Nội",38931,38,31,10MV|12MV|13MV|14MV|3MV|9MV,42099,09443|44948,84149|74367|50336|32017|35777|13942,9483|2755|6068|7638,9890|4106|5089|2454|8514|2135,050|836|691,96|01|79|25
2020-07-28,XSMB,"Hà Nội",91382,91,82,10MU|11MU|1MU|4MU|5MU|9MU,37651,63205|39553,64511|42752|08998|58959|14592|94933,8407|1399|7392|6051,4007|4878|8482|3228|5216|2257,231|457|670,32|23|34|45
2020-07-29,XSMB,"Hà Nội",63717,63,17,10MT|12MT|3MT|4MT|6MT|8MT,68586,28579|09181,69627|85349|96179|76393|80298|77570,3806|7649|8953|1113,9690|5129|9966|4809|3192|4095,862|117|471,78|23|54|64
2020-07-30,XSMB,"Hà Nội",45563,45,63,10MS|11MS|12MS|15MS|8MS|9MS,38211,20937|32223,31881|13631|48786|42172|28213|88641,0111|1000|8121|9412,2904|4170|0402|8438|3172|9489,114|064|041,95|97|23|39
2020-07-31,XSMB,"Hà Nội",14362,14,62,10MR|15MR|1MR|6MR|7MR|8MR,38252,63687|65066,45102|19956|15629|04103|72915|59617,5571|9646|7871|9392,3032|4535|0105|8993|6895|5871,028|512|633,42|81|03|87
2020-08-01,XSMB,"Hà Nội",86012,86,12,10MQ|13MQ|15MQ|3MQ|5MQ|6MQ,32501,65179|29479,10769|14801|70706|67691|14159|52104,9534|1043|8496|8956,5165|5403|4675|4690|0671|1348,944|629|987,23|97|63|01
2020-08-02,XSMB,"Hà Nội",57611,57,11,10MP|12MP|15MP|4MP|7MP|8MP,53204,45723|66225,78295|29499|34657|73208|35456|82761,5230|8213|6912|3355,6467|6380|0682|3164|7900|6970,993|992|119,03|06|00|71
2020-08-03,XSMB,"Hà Nội",02836,02,36,13MN|14MN|1MN|5MN|7MN|9MN,17739,83199|41288,39790|00210|40555|56056|67292|22705,4384|5028|9522|4619,3983|6315|5489|1832|5554|6959,264|195|824,65|35|36|49
2020-08-04,XSMB,"Hà Nội",11617,11,17,11MK|12MK|13MK|14MK|6MK|7MK,14482,90947|57775,00159|49308|23844|25801|51183|36488,6814|7456|4506|3570,5801|7707|8657|9139|0350|1071,640|101|838,21|74|87|38
2020-08-05,XSMB,"Hà Nội",18296,18,96,10MH|11MH|15MH|5MH|8MH|9MH,78477,45550|43096,96358|95929|36559|75128|57239|55000,2284|1927|2908|2545,5295|6291|5648|2972|2391|3723,439|561|453,14|30|09|34
2020-08-06,XSMB,"Hà Nội",25375,25,75,10MG|14MG|15MG|2MG|8MG|9MG,73575,73055|08586,64760|84186|78766|90568|02528|04124,5970|1429|5731|2368,9602|5251|2818|2419|9235|8445,527|063|009,47|81|65|90
2020-08-07,XSMB,"Hà Nội",43614,43,14,10MF|11MF|13MF|14MF|1MF|6MF,70914,30674|50335,08197|35081|28938|72281|81989|07365,4179|3921|7083|2930,8839|9763|8038|7671|0545|3184,982|613|290,30|53|07|50
2020-08-08,XSMB,"Hà Nội",12958,12,58,10ME|12ME|14ME|15ME|4ME|6ME,48295,79843|42443,58852|52320|45548|90607|29384|35826,1472|0576|9519|7640,0847|6786|5104|0575|4558|7938,687|455|377,41|59|88|17
2020-08-09,XSMB,"Hà Nội",83138,83,38,11MD|13MD|14MD|5MD|6MD|7MD,37935,05646|04485,00448|47945|02996|51708|47873|17617,8442|5345|8655|1372,4143|7991|8901|1721|9973|4625,259|070|479,24|74|05|06
2020-08-10,XSMB,"Hà Nội",98628,98,28,13MC|15MC|4MC|5MC|6MC|9MC,34931,16344|00912,05262|09945|41868|07101|19916|02992,6017|5041|7570|9522,6455|3444|2944|8637|0302|3091,540|159|680,84|08|75|46
2020-08-11,XSMB,"Hà Nội",40128,40,28,10MB|11MB|12MB|13MB|2MB|5MB,22936,71459|13299,44345|17208|35259|45773|20028|34352,3639|5967|4143|2730,6252|4375|6926|3812|2352|0883,177|138|002,03|25|23|95
2020-08-12,XSMB,"Hà Nội",36852,36,52,10MA|11MA|3MA|4MA|6MA|7MA,04571,25712|59956,41911|88660|85662|42075|33965|46850,0748|9041|3597|3306,8140|3325|5344|9591|8174|8683,331|832|223,21|31|17|89
2020-08-13,XSMB,"Hà Nội",42857,42,57,12NZ|14NZ|15NZ|5NZ|7NZ|9NZ,14375,06709|75922,83807|16469|99805|87209|27076|03254,4953|4747|1879|0929,0789|0968|8960|8321|2898|4007,665|844|170,06|55|33|21
2020-08-14,XSMB,"Hà Nội",59514,59,14,10NY|11NY|12NY|3NY|5NY|8NY,53806,16990|48968,79109|03965|34726|11355|93622|35247,3986|2814|6928|6649,1933|2422|5204|2962|8565|5161,414|951|854,07|12|09|56
2020-08-15,XSMB,"Hà Nội",57980,57,80,12NX|13NX|15NX|5NX|7NX|9NX,51783,06908|23742,37813|74477|14836|48945|91911|33358,8923|7729|5457|8805,8398|5553|0097|2934|6345|7241,191|129|788,65|61|04|89
2020-08-16,XSMB,"Hà Nội",82147,82,47,12NV|13NV|15NV|3NV|5NV|9NV,46138,92251|73827,02843|62712|30353|93904|92084|53228,9195|6462|6314|5272,7018|0698|3121|0441|9947|4814,518|152|396,00|25|22|27
2020-08-17,XSMB,"Hà Nội",30548,30,48,12NU|14NU|1NU|5NU|6NU|8NU,06085,25925|06707,13938|39041|22844|61529|33993|02443,5171|6252|7932|4922,9494|8343|5052|7734|4017|7488,648|651|628,88|03|36|96
2020-08-18,XSMB,"Hà Nội",72437,72,37,11NT|13NT|1NT|2NT|3NT|8NT,05561,71542|25911,49204|74593|32110|40098|73747|68006,3014|7045|9484|0164,3140|9652|3555|3449|5203|9398,957|879|639,04|52|47|07
2020-08-19,XSMB,"Hà Nội",95501,95,01,14NS|17NS|20NS|2NS|3NS|6NS|8NS|9NS,48913,20016|80029,01211|88975|49601|90522|92292|83291,8229|7048|2809|5870,2405|1561|2426|7167|7660|9456,195|696|176,52|29|37|39
2020-08-20,XSMB,"Hà Nội",30880,30,80,10NR|13NR|14NR|4NR|5NR|6NR,34811,92416|40570,47210|66548|07837|23197|14805|52990,9251|7860|2755|5957,4707|2111|5087|5121|6123|7763,106|469|960,58|24|95|88
2020-08-21,XSMB,"Hà Nội",57454,57,54,14NQ|1NQ|2NQ|3NQ|4NQ|5NQ,69699,06505|98439,12864|01190|01334|28994|67713|73822,1948|0441|9953|9176,7548|9706|0436|7866|0522|5688,376|955|872,74|39|50|36
2020-08-22,XSMB,"Hà Nội",81535,81,35,13NP|2NP|3NP|4NP|6NP|8NP,47488,45464|83514,74514|89336|09735|78389|50940|34795,7370|3179|8128|5535,6075|6188|1273|5285|6209|9113,148|752|523,08|92|33|34
2020-08-23,XSMB,"Hà Nội",47441,47,41,11NM|13NM|15NM|1NM|6NM|7NM,25173,26810|40670,93879|97018|48402|69615|09720|01040,5776|2277|5857|8599,8038|0196|1588|9062|7102|9011,567|109|648,15|73|13|14
2020-08-24,XSMB,"Hà Nội",49316,49,16,10NK|12NK|1NK|3NK|5NK|8NK,79556,05269|15619,39433|92157|91159|64608|36155|41427,4305|5724|1874|4801,9701|9161|4600|8380|8185|9026,919|693|452,79|66|04|62
2020-08-25,XSMB,"Hà Nội",67659,67,59,10NH|11NH|12NH|2NH|8NH|9NH,14080,10512|26074,53006|71219|29831|95485|40806|27626,1790|4999|7730|3038,6244|4143|2399|0261|1812|5684,488|227|752,83|61|90|23
2020-08-26,XSMB,"Hà Nội",77882,77,82,11NG|12NG|4NG|6NG|7NG|8NG,52797,53835|67957,54814|28981|43295|60868|88431|24806,1396|4816|3686|2683,6691|2316|4348|4900|8042|9458,048|667|108,86|64|24|88
2020-08-27,XSMB,"Hà Nội",76496,76,96,10NF|11NF|15NF|1NF|7NF|9NF,95110,87190|62346,18535|80420|74382|87870|57902|43405,9468|6884|6683|1833,1164|8957|8223|1045|2436|4874,897|915|375,18|52|75|97
2020-08-28,XSMB,"Hà Nội",17448,17,48,14NE|15NE|2NE|3NE|7NE|9NE,89523,99645|89475,22204|53986|09621|36927|36188|44932,0869|9369|1260|8113,6654|0988|9825|8654|9982|1620,637|192|639,38|64|16|45
2020-08-29,XSMB,"Hà Nội",78305,78,05,15ND|3ND|5ND|6ND|7ND|9ND,77359,83190|03283,02010|16526|69390|05438|02053|90758,0951|8254|3730|9665,2835|0288|8516|4433|0784|1685,302|103|144,80|28|88|01
2020-08-30,XSMB,"Hà Nội",73783,73,83,10NC|13NC|14NC|1NC|3NC|4NC,33282,58148|89453,62703|93648|83319|00486|95089|70923,3671|0300|5330|4881,2460|4951|1624|6080|7101|6154,939|812|855,44|91|83|45
2020-08-31,XSMB,"Hà Nội",56358,56,58,11NB|12NB|13NB|4NB|5NB|6NB,96104,34484|70300,81569|46919|03434|12767|72892|11647,4171|5391|3711|1925,2824|2374|8721|1118|6270|1673,357|406|103,17|60|86|88
2020-09-01,XSMB,"Hà Nội",62557,62,57,10NA|11NA|12NA|16NA|20NA|4NA|5NA|7NA,41211,58893|44992,27387|26552|70599|15319|09578|66872,2999|7056|8545|4867,8145|3967|5949|2832|1472|7114,282|246|571,56|40|93|59
2020-09-02,XSMB,"Hà Nội",45148,45,48,10PZ|14PZ|2PZ|3PZ|4PZ|7PZ,97339,16906|46858,78858|73559|45336|40394|38321|43575,7691|7730|7598|4346,9866|8170|8474|3442|0733|7302,237|389|026,00|66|95|71
2020-09-03,XSMB,"Hà Nội",80180,80,80,10PY|14PY|1PY|4PY|5PY|8PY,01877,35594|24534,98521|55161|02193|84549|90436|59598,7283|3897|4382|3869,8097|3369|8788|7382|4231|8821,138|048|154,96|41|59|83
2020-09-04,XSMB,"Hà Nội",15580,15,80,10PX|11PX|1PX|2PX|8PX|9PX,79107,73712|42181,30283|55284|76464|61810|11075|34179,6011|7452|6842|5634,4401|4280|7342|0891|5561|5483,352|765|525,49|34|00|86
2020-09-05,XSMB,"Hà Nội",52085,52,85,11PV|13PV|14PV|15PV|1PV|5PV,00030,56742|42861,24524|25873|36114|08961|14219|82341,6870|4444|1431|2402,8092|9813|1203|4066|5657|3774,199|134|127,70|23|25|00
2020-09-06,XSMB,"Hà Nội",01993,01,93,11PU|13PU|1PU|2PU|4PU|8PU,03278,51213|94865,69768|45041|35796|12715|79312|71401,3493|6320|8856|5698,5654|0856|4466|1100|8872|0251,725|995|284,95|98|60|58
2020-09-07,XSMB,"Hà Nội",13853,13,53,13PT|14PT|1PT|3PT|5PT|6PT,50752,61125|92255,98715|29861|29848|61654|50452|62411,1769|3992|2193|5003,0994|2275|2235|3255|0591|1643,738|761|537,62|23|09|49
2020-09-08,XSMB,"Hà Nội",22022,22,22,10PS|11PS|12PS|2PS|4PS|6PS,53249,12116|21873,73594|75334|35205|23355|08743|18255,4757|1591|8512|8391,1817|1409|3198|0564|3655|6933,591|558|069,85|56|31|83
2020-09-09,XSMB,"Hà Nội",88000,88,00,10PR|11PR|14PR|1PR|7PR|9PR,06019,12893|98827,18211|96320|20202|98093|87179|00716,4137|2333|8323|6440,7233|6610|6890|5224|4289|6097,520|788|636,24|14|68|90
2020-09-10,XSMB,"Hà Nội",81320,81,20,11PQ|12PQ|3PQ|4PQ|6PQ|9PQ,66553,90953|75895,87507|18033|11282|88242|46819|07775,9593|9428|1904|9487,3506|4441|8894|8916|3909|4570,502|305|640,09|04|40|07
2020-09-11,XSMB,"Hà Nội",16129,16,29,14PN|1PN|2PN|6PN|8PN|9PN,69128,72785|45940,47968|02595|58656|70605|58152|19991,6289|8521|9068|3779,4851|8648|2493|6781|5634|2321,425|593|454,32|55|53|13
2020-09-12,XSMB,"Hà Nội",51880,51,80,10PM|11PM|13PM|1PM|2PM|6PM,88005,25771|26029,34257|84661|38552|36118|32450|49503,4932|0114|8251|1821,9461|1024|6778|8797|5980|8173,457|287|953,84|04|19|61
2020-09-13,XSMB,"Hà Nội",28463,28,63,10PK|13PK|2PK|5PK|7PK|9PK,11841,65265|03892,41161|37992|64523|49239|21899|58599,2635|7284|3108|4778,6204|8680|0148|4644|9601|1494,840|124|015,50|29|64|01
2020-09-14,XSMB,"Hà Nội",32489,32,89,10PH|12PH|13PH|14PH|15PH|2PH,32685,87995|85227,15963|75101|22878|21787|99293|03017,6859|6231|5609|0233,4382|5185|4679|8089|2639|4762,064|138|931,61|43|88|35
2020-09-15,XSMB,"Hà Nội",23030,23,30,10PG|11PG|12PG|1PG|5PG|6PG,91709,85782|29769,50289|02032|55341|84037|50453|54763,4521|2118|0952|5967,2611|9343|3439|4487|2006|1729,511|959|654,18|35|08|52
2020-09-16,XSMB,"Hà Nội",89582,89,82,13PF|15PF|1PF|3PF|7PF|8PF,71120,80529|90561,35792|49983|73121|75011|34640|24493,4352|1487|1574|2359,2433|3919|3388|3394|4554|3240,986|043|151,33|97|12|32
2020-09-17,XSMB,"Hà Nội",04170,04,70,10PE|11PE|12PE|14PE|15PE|1PE|2PE|4PE,71985,43509|16141,58831|80153|35981|30730|83764|91048,0914|1931|7961|1276,8042|2306|1138|3873|3697|4669,496|256|878,60|34|96|28
2020-09-18,XSMB,"Hà Nội",20290,20,90,12PD|14PD|1PD|4PD|5PD|9PD,28162,39930|04541,12820|49798|74603|74480|79568|99474,2797|7212|6076|9436,5840|4233|8930|4212|1688|0937,299|612|363,01|23|53|45
2020-09-19,XSMB,"Hà Nội",54004,54,04,11PC|14PC|1PC|2PC|4PC|8PC,72588,90168|50167,32779|20782|72573|44493|04989|54543,2253|7024|2513|3108,1253|7713|8686|2592|2236|7094,586|478|322,95|31|14|68
2020-09-20,XSMB,"Hà Nội",05042,05,42,13PB|1PB|4PB|6PB|7PB|8PB,66900,03482|31797,17931|53457|36521|54749|11897|26393,0057|0505|1535|7952,1079|8970|6887|6497|9606|1522,827|732|174,54|06|81|61
2020-09-21,XSMB,"Hà Nội",68757,68,57,12PA|14PA|15PA|2PA|3PA|9PA,12181,13951|12884,08419|69298|11237|87495|28647|58511,6564|9713|9454|7696,2374|4864|1502|0836|4747|8317,839|691|363,29|35|21|49
2020-09-22,XSMB,"Hà Nội",87486,87,86,11QZ|12QZ|14QZ|1QZ|2QZ|8QZ,91069,65300|14647,04126|79476|78861|75217|65897|49586,1687|5488|3167|3158,5874|9738|5945|5309|4693|8233,384|090|746,06|25|86|80
