drawDate,lotteryType,province,DB,DB_head,DB_tail,G1,G2,G3,G4,G5,G6,G7
2020-10-14,XSMT,"Khánh Hòa",459511,45,11,91668,09648|27785,17755|73129|95324|94731|68236|10484|76085,0947,3285|0062|2400,325,73
2020-10-15,XSMT,"Quảng Bình",597319,59,19,58115,79641|02682,80515|88471|04246|43159|51029|93578|20139,5962,9348|6853|4976,601,06
2020-10-15,XSMT,"Bình Định",962327,96,27,43603,72638|36725,17792|18911|82205|34965|84258|66700|27617,7309,6368|4491|5950,261,46
2020-10-15,XSMT,"Quảng Trị",438526,43,26,23257,92613|47085,77495|64095|97817|22420|20717|04764|44328,9433,3545|8267|0861,708,75
2020-10-16,XSMT,"Gia Lai",548917,54,17,02367,27985|92304,46867|54224|46682|25007|54041|97987|25650,7977,2669|4953|6101,704,58
2020-10-16,XSMT,"Ninh Thuận",068312,06,12,80759,33283|27902,78323|08470|44222|89883|05590|75577|54744,8964,2774|8167|6249,452,50
2020-10-17,XSMT,"Đà Nẵng",594080,59,80,37510,37461|12322,10774|95716|28101|22969|11328|76289|76855,7890,1378|3338|3830,234,92
2020-10-17,XSMT,"Quảng Ngãi",246954,24,54,16544,52701|80525,34280|84943|75668|43498|59134|32029|95320,8810,2412|0035|7500,619,42
2020-10-17,XSMT,"Đắk Nông",127427,12,27,19129,37000|17654,80685|66975|86040|38215|44813|67464|94258,7562,7335|6519|0971,251,95
2020-10-18,XSMT,"Khánh Hòa",305960,30,60,76998,24363|99718,69352|18865|25699|32357|11805|68553|43130,3209,9226|1001|8472,094,23
2020-10-18,XSMT,"Kon Tum",300146,30,46,49838,93093|05966,03375|26149|07620|62721|78749|02996|88544,6727,5673|2386|3007,872,67
2020-10-19,XSMT,"Phú Yên",949641,94,41,06739,44210|50582,80189|45433|81634|69085|32883|63594|21225,9176,7968|0366|4655,577,54
2020-10-19,XSMT,"Huế",543636,54,36,17908,25164|84886,99353|54049|73861|54180|97802|38456|19120,3656,1439|8035|8153,921,71
2020-10-20,XSMT,"Đắk Lắk",384980,38,80,88924,74280|27272,98823|69493|71928|02669|58532|20821|64835,1539,7530|9980|9452,262,73
2020-10-20,XSMT,"Quảng Nam",840439,84,39,54774,81387|02130,78687|58735|80972|62079|31861|72964|95951,0563,8410|5051|5930,684,19
2020-10-21,XSMT,"Đà Nẵng",029061,02,61,02262,77381|67272,14289|47687|16578|96559|30208|74199|99559,3362,7478|0669|5800,119,35
2020-10-21,XSMT,"Khánh Hòa",087205,08,05,02664,03497|88063,09166|02593|00367|10644|99432|48639|20702,1603,3533|2791|5546,831,74
2020-10-22,XSMT,"Quảng Bình",728919,72,19,41998,80190|62389,82104|51664|86060|74908|83897|08059|30320,4851,9726|3687|4241,156,80
2020-10-22,XSMT,"Bình Định",687395,68,95,28258,20041|36499,43304|91939|75897|92042|66340|84777|44074,1317,9039|6974|6360,348,27
2020-10-22,XSMT,"Quảng Trị",166271,16,71,78986,61354|41660,49987|01931|78963|19068|32231|69394|71044,9534,5096|4923|0438,142,48
2020-10-23,XSMT,"Gia Lai",902321,90,21,68265,63817|01606,53227|63471|22875|88332|15611|61133|39758,3729,9389|3794|1842,750,58
2020-10-23,XSMT,"Ninh Thuận",706642,70,42,12918,70729|20278,79253|08690|32375|77118|14163|83940|99822,5893,2558|8947|3830,113,29
2020-10-24,XSMT,"Đà Nẵng",563689,56,89,75630,74723|02665,32189|30168|30318|52767|66591|72889|58956,9428,4371|8683|7710,978,62
2020-10-24,XSMT,"Quảng Ngãi",639397,63,97,07627,78038|61947,61382|92810|52712|19849|46647|01152|88241,7630,3915|9962|6187,299,48
2020-10-24,XSMT,"Đắk Nông",676271,67,71,94438,52027|82829,07027|21701|40008|38505|61848|50669|92306,6776,3035|1809|2364,232,27
2020-10-25,XSMT,"Khánh Hòa",624615,62,15,65351,96532|71394,74186|51455|43212|61046|48013|66370|22084,8416,6574|7736|8070,229,59
2020-10-25,XSMT,"Kon Tum",993333,99,33,03677,52919|34942,47265|66941|02344|02546|03759|11088|58936,2352,5830|8382|1738,988,47
2020-10-26,XSMT,"Phú Yên",469897,46,97,01955,86826|06241,28747|51839|88404|31369|39191|58976|26234,8124,6978|1177|1595,108,06
2020-10-26,XSMT,"Huế",338929,33,29,36860,35061|79588,04848|77573|10007|18318|53797|12228|13033,6576,1612|7310|9908,123,06
2020-10-27,XSMT,"Đắk Lắk",289818,28,18,08597,41270|55792,47958|75040|81257|32343|40943|29285|59231,3046,9360|9295|1988,360,39
2020-10-27,XSMT,"Quảng Nam",523550,52,50,49613,86904|43717,38562|15274|32244|49880|50599|55939|23429,6935,3320|1099|2821,264,50
2020-10-28,XSMT,"Đà Nẵng",281838,28,38,05199,36134|95446,73899|15640|91409|09662|37197|04231|04901,0227,4898|3853|1280,892,99
2020-10-28,XSMT,"Khánh Hòa",067281,06,81,48699,80118|13832,25830|87204|75605|38621|29941|13359|70238,6303,3142|3751|7972,723,51
2020-10-29,XSMT,"Quảng Bình",454997,45,97,53644,62503|98560,36690|30022|55415|93244|31271|46792|41864,4608,6472|1082|5407,795,02
2020-10-29,XSMT,"Bình Định",899087,89,87,99907,37522|50105,90431|34585|00497|55737|96905|42283|48792,2185,3072|7214|2940,236,29
2020-10-29,XSMT,"Quảng Trị",807261,80,61,33649,49078|65769,88265|10551|51077|30082|80097|98926|22878,4321,6994|3394|9062,625,13
2020-10-30,XSMT,"Gia Lai",387682,38,82,55081,10748|56434,38404|60864|20919|56285|47339|14780|66932,3161,5027|3556|2837,553,23
2020-10-30,XSMT,"Ninh Thuận",890299,89,99,82169,99390|96443,67668|26815|31091|89359|21493|23511|91731,5627,8189|2280|5601,113,42
2020-10-31,XSMT,"Đà Nẵng",873980,87,80,71612,45098|13817,76168|46378|33458|18705|19935|41662|49157,4172,2574|3618|6699,180,88
2020-10-31,XSMT,"Quảng Ngãi",793350,79,50,01369,99407|44228,38432|09688|79188|95276|22615|17978|38702,0971,7733|2910|5841,191,91
2020-10-31,XSMT,"Đắk Nông",641570,64,70,64482,63060|74483,75920|27720|38910|48397|17089|24436|40127,1366,5235|3092|3097,064,45
2020-11-01,XSMT,"Khánh Hòa",412894,41,94,52004,14773|84667,26853|18455|45210|76226|59406|68295|67080,4122,4456|8838|5798,991,51
2020-11-01,XSMT,"Kon Tum",498405,49,05,18633,20765|49164,99930|71457|54404|77617|00205|20475|38498,3540,1214|8212|9872,691,85
2020-11-02,XSMT,"Phú Yên",717244,71,44,00184,31084|31923,25710|32986|00456|36156|18915|87796|41381,3081,8203|4214|6780,777,24
2020-11-02,XSMT,"Huế",900540,90,40,35783,43862|17613,59820|37042|00756|24912|24848|70543|52232,3129,8032|5957|3772,270,56
2020-11-03,XSMT,"Đắk Lắk",417509,41,09,87559,62883|67420,88653|00724|52069|08543|77388|47109|46396,0698,1975|2535|9938,346,92
2020-11-03,XSMT,"Quảng Nam",357750,35,50,42861,72639|11780,52388|44830|31606|68889|61429|59166|59516,3244,7287|7602|4950,986,05
2020-11-04,XSMT,"Đà Nẵng",207286,20,86,30989,10001|80286,74163|92589|60012|60536|67512|61593|44905,6388,4787|6461|7402,537,90
2020-11-04,XSMT,"Khánh Hòa",937690,93,90,22032,85447|37220,18812|28830|76873|29864|20921|87058|13275,4403,9539|0411|9259,435,31
2020-11-05,XSMT,"Quảng Bình",711057,71,57,73996,88207|86335,75316|10966|22229|72349|19805|75677|81167,5463,1772|5123|9942,954,58
2020-11-05,XSMT,"Bình Định",147859,14,59,19105,19466|42709,15256|46438|65439|89030|78077|76699|24826,7380,0681|5544|3455,489,44
2020-11-05,XSMT,"Quảng Trị",348667,34,67,08492,89723|36195,61424|74225|89168|89056|23158|58730|97092,4081,8021|7809|8104,761,55
2020-11-06,XSMT,"Gia Lai",178002,17,02,54450,15475|66676,65386|16444|84763|00829|77239|36821|18250,3208,3696|6061|1713,448,37
2020-11-06,XSMT,"Ninh Thuận",239230,23,30,81931,97776|65459,75063|87532|70078|00687|11683|80684|19327,9129,7303|1590|6896,971,91
2020-11-07,XSMT,"Đà Nẵng",911675,91,75,63210,71963|57914,97954|27049|66415|21866|96870|05704|70438,4788,8651|9845|4762,605,10
2020-11-07,XSMT,"Quảng Ngãi",597645,59,45,61838,63540|80124,91003|30375|70373|93026|78352|56051|34663,3266,6514|4950|7406,111,89
2020-11-07,XSMT,"Đắk Nông",584283,58,83,96622,04851|22312,95848|91763|70555|59239|44632|99562|67863,2535,6789|8919|0025,283,97
2020-11-08,XSMT,"Khánh Hòa",721099,72,99,38321,28118|28014,51210|05833|37159|43303|78609|62172|26212,9375,3651|6279|7543,845,14
2020-11-08,XSMT,"Kon Tum",740322,74,22,18677,64374|27650,34751|09027|25193|48275|74600|04029|77914,6660,3688|7117|5388,063,43
2020-11-09,XSMT,"Phú Yên",777028,77,28,39195,47620|90019,31777|13544|23826|41539|96199|22076|07176,4246,8820|7339|5522,060,75
2020-11-09,XSMT,"Huế",886801,88,01,58775,37084|95269,92491|60039|12264|09716|73741|37493|41991,7259,9400|9386|2677,761,37
2020-11-10,XSMT,"Đắk Lắk",633597,63,97,80291,71972|00935,50923|88342|94918|03625|33586|52200|00282,5025,1878|5446|3625,564,87
2020-11-10,XSMT,"Quảng Nam",246799,24,99,50390,55815|10903,24264|99700|98418|65258|54921|90806|36637,4794,8774|2489|3404,162,92
2020-11-11,XSMT,"Đà Nẵng",912502,91,02,38909,71815|31709,43935|37165|10092|17718|50263|93827|26110,9111,3673|6793|6189,967,65
2020-11-11,XSMT,"Khánh Hòa",182711,18,11,27474,75059|20466,55549|57619|92420|78171|92617|41020|88036,6983,9602|7607|8658,293,45
2020-11-12,XSMT,"Quảng Bình",021013,02,13,57107,69671|34953,98605|04774|33951|67214|32116|07026|96567,8706,5132|7590|1609,514,52
2020-11-12,XSMT,"Bình Định",061224,06,24,38104,16435|67442,73137|46332|36368|68968|46044|36032|43728,7618,0458|4766|0534,296,79
2020-11-12,XSMT,"Quảng Trị",594540,59,40,83554,01292|93998,84994|73980|29880|76744|60456|06179|99736,7737,1926|9874|7480,922,87
2020-11-13,XSMT,"Gia Lai",363921,36,21,27453,63660|10324,00642|21586|74925|79386|48097|38284|50606,4564,9004|6932|2544,363,98
2020-11-13,XSMT,"Ninh Thuận",480458,48,58,78230,95957|37730,66076|91467|11737|48150|22876|33737|26725,1569,9546|2853|3071,545,43
2020-11-14,XSMT,"Đà Nẵng",174069,17,69,66968,42091|41667,66470|10498|55872|02807|00711|92672|91996,2585,1597|5629|7632,234,38
2020-11-14,XSMT,"Quảng Ngãi",212591,21,91,49651,10992|49870,84295|65665|20618|47675|25209|86921|51104,5667,4928|7843|4420,007,90
2020-11-14,XSMT,"Đắk Nông",363568,36,68,28220,06728|71725,26312|51613|98883|33850|24715|02036|42440,7944,2987|9119|8725,270,18
2020-11-15,XSMT,"Khánh Hòa",690232,69,32,59907,77887|10044,17888|21764|37989|93420|02810|52289|68662,9167,6046|2822|7661,183,21
2020-11-15,XSMT,"Kon Tum",621928,62,28,47942,27107|39567,93169|05102|88208|37038|05468|29775|67180,9500,0976|2717|1896,846,29
2020-11-16,XSMT,"Phú Yên",717265,71,65,68066,90034|18218,94787|04341|22706|23088|69294|14903|63553,4308,0883|3183|5449,998,53
2020-11-16,XSMT,"Huế",774014,77,14,16029,69331|92273,95652|88224|95739|71528|99795|02372|26485,9418,8999|7011|2269,367,53
2020-11-17,XSMT,"Đắk Lắk",183971,18,71,23630,03905|89458,35418|89002|80479|88549|78988|08002|91805,3799,6805|1377|2343,610,67
2020-11-17,XSMT,"Quảng Nam",117224,11,24,98190,00690|33694,57101|35289|43194|39659|57828|10165|69535,8802,1302|9916|2309,350,38
2020-11-18,XSMT,"Đà Nẵng",722315,72,15,65426,27413|87618,54834|02903|13229|70344|71167|49894|82076,3053,2307|2167|5044,134,89
2020-11-18,XSMT,"Khánh Hòa",100998,10,98,28155,93125|01579,26770|09455|43726|22778|68698|39811|32337,1582,2567|7492|6304,350,39
2020-11-19,XSMT,"Quảng Bình",907388,90,88,33082,24255|64828,73281|83780|31699|98192|81014|45082|39410,8448,9395|0470|6905,401,38
2020-11-19,XSMT,"Bình Định",750785,75,85,60773,59274|89004,11639|06664|15110|46515|02046|35431|45310,3934,2743|6790|5843,305,06
2020-11-19,XSMT,"Quảng Trị",070765,07,65,88192,46891|48334,38741|81933|81115|54151|88171|39748|20222,6036,2754|8606|5985,916,12
2020-11-20,XSMT,"Gia Lai",970325,97,25,46383,25246|19731,66641|30223|28179|41984|13886|54459|08410,6641,1257|3047|3317,115,69
2020-11-20,XSMT,"Ninh Thuận",681318,68,18,01274,12019|42416,03558|54282|67127|22812|12512|90207|18457,6540,9702|1250|1814,441,94
2020-11-21,XSMT,"Đà Nẵng",174094,17,94,71286,18615|02504,88220|48331|68615|46843|30172|61168|09983,3623,5736|9764|0104,476,46
2020-11-21,XSMT,"Quảng Ngãi",139420,13,20,71177,41573|00022,42513|00129|00928|87595|22006|04693|04762,3933,5823|3310|5423,718,60
2020-11-21,XSMT,"Đắk Nông",981905,98,05,25138,70598|02773,72239|75724|17525|80784|39384|83428|74027,5062,7521|0919|1516,295,20
2020-11-22,XSMT,"Khánh Hòa",614700,61,00,61864,77613|12380,57873|32593|22687|72958|81614|19363|04573,1015,5461|1285|2302,733,40
2020-11-22,XSMT,"Kon Tum",057782,05,82,11656,09790|98209,31178|19188|91928|27334|13115|06474|87996,9514,1903|3269|3977,247,22
2020-11-23,XSMT,"Phú Yên",755767,75,67,82521,69435|66963,55058|57648|16658|99821|85019|45556|63603,5774,9263|8425|4494,428,77
2020-11-23,XSMT,"Huế",056098,05,98,14315,55183|12621,00723|60233|74407|47220|12325|28989|06857,9343,4493|4821|5728,630,62
2020-11-24,XSMT,"Đắk Lắk",082055,08,55,23783,99153|21173,75614|95795|41004|52337|92792|67188|54820,9346,6343|1249|1060,509,73
2020-11-24,XSMT,"Quảng Nam",911419,91,19,03401,78655|80019,91334|04473|32578|11939|47056|93740|70539,0325,4647|8029|4842,320,17
2020-11-25,XSMT,"Đà Nẵng",412766,41,66,66676,78702|34592,23317|03637|57333|76928|14026|77243|34944,9227,6535|2185|6813,430,44
2020-11-25,XSMT,"Khánh Hòa",075944,07,44,19045,21021|66098,36613|78039|99430|49271|99110|98802|48868,6683,3232|3985|0927,108,20
2020-11-26,XSMT,"Quảng Bình",315853,31,53,88237,85468|27340,36586|51328|49853|77152|33097|14955|72029,7251,0245|8169|1705,345,11
2020-11-26,XSMT,"Bình Định",348962,34,62,10772,15243|22080,03702|76924|65226|65360|91736|15606|51916,8438,7980|1537|8225,289,03
2020-11-26,XSMT,"Quảng Trị",846481,84,81,71400,97460|64863,04618|50059|37736|11572|67854|11275|78825,1267,7672|5512|5721,249,22
2020-11-27,XSMT,"Gia Lai",726241,72,41,29857,59639|58074,07382|86522|43339|58117|03022|32969|30282,0837,2005|4745|0815,909,51
2020-11-27,XSMT,"Ninh Thuận",265750,26,50,26602,22587|39753,06172|42002|39721|44231|36134|83457|71002,5382,6036|4827|4408,957,68
2020-11-28,XSMT,"Đà Nẵng",919520,91,20,81428,40744|18288,69726|55621|76461|14436|90338|83163|85915,3958,4883|2783|2843,506,42
2020-11-28,XSMT,"Quảng Ngãi",859086,85,86,73753,01571|60317,35775|09205|81819|09320|76355|78829|41750,9302,0521|7840|9233,523,55
2020-11-28,XSMT,"Đắk Nông",387302,38,02,37730,79221|35253,68306|08979|24851|45891|93691|57198|69738,3814,0745|8051|3356,522,66
2020-11-29,XSMT,"Khánh Hòa",906148,90,48,72228,43220|89692,56140|53668|81633|31425|47941|73124|33807,0931,0347|6214|3594,702,93
2020-11-29,XSMT,"Kon Tum",076172,07,72,08526,55071|38431,01907|04554|13431|17508|13382|12209|45720,6497,4702|9127|1845,583,90
2020-11-30,XSMT,"Phú Yên",306578,30,78,57666,47463|95888,66733|29344|69319|15846|39499|72072|12281,0956,2215|3161|8115,862,55
2020-11-30,XSMT,"Huế",927731,92,31,42696,74285|08708,35306|42425|94297|39187|52863|94220|90273,5170,4531|2248|7777,257,94
2020-12-01,XSMT,"Đắk Lắk",193744,19,44,95506,32214|00132,17460|51299|45813|83745|09446|36747|64790,1273,6676|0676|2276,176,66
2020-12-01,XSMT,"Quảng Nam",442074,44,74,38233,00219|54953,01313|88531|74094|33419|76134|52176|52162,4802,9659|7989|1550,142,19
2020-12-02,XSMT,"Đà Nẵng",978827,97,27,40668,10974|09036,48742|11288|73704|15162|96423|33672|73552,7011,7569|0264|7541,366,78
2020-12-02,XSMT,"Khánh Hòa",597765,59,65,86465,36196|59279,66639|26986|24339|26222|77952|73742|23662,7663,1148|4603|8250,052,04
2020-12-03,XSMT,"Quảng Bình",423166,42,66,47141,31018|70796,62148|09259|12503|71618|62815|41452|14555,9582,0226|8621|2327,232,11
2020-12-03,XSMT,"Bình Định",923015,92,15,21678,26797|94589,85409|93767|39950|75594|42776|97065|86226,8501,5330|2549|2155,795,76
2020-12-03,XSMT,"Quảng Trị",252762,25,62,00064,06361|54079,06818|49512|86559|46961|85289|41300|12600,9930,8100|2905|9538,152,94
2020-12-04,XSMT,"Gia Lai",703559,70,59,45880,54121|13377,99645|38489|49964|62319|01531|17831|02432,9562,7639|0779|3436,381,08
2020-12-04,XSMT,"Ninh Thuận",613578,61,78,56321,28342|19169,50974|51986|07386|14859|33119|94736|02154,7205,2580|8051|2711,737,37
2020-12-05,XSMT,"Đà Nẵng",902623,90,23,43504,19226|83078,20169|41235|97275|80399|49368|02336|82736,4627,4693|9818|8037,481,31
2020-12-05,XSMT,"Quảng Ngãi",104370,10,70,67959,82035|45098,15520|82261|15369|44122|66104|63212|89416,5266,1844|1828|3163,268,33
2020-12-05,XSMT,"Đắk Nông",690886,69,86,47414,22122|15076,43997|65078|59095|80641|38197|54531|06746,9047,8091|0720|9797,102,26
2020-12-06,XSMT,"Khánh Hòa",523628,52,28,13610,55343|79153,44376|60806|78676|82747|52553|89097|46546,8069,4347|6130|9420,746,22
2020-12-06,XSMT,"Kon Tum",503196,50,96,17113,73930|65650,16559|63339|90010|42526|11928|17054|73119,8359,9488|5214|9865,228,08
2020-12-07,XSMT,"Phú Yên",204929,20,29,27922,88459|61730,47967|91613|67242|65704|95973|05696|28193,6647,6349|3096|9705,607,77
2020-12-07,XSMT,"Huế",993511,99,11,44135,26836|77138,79568|98613|37177|21779|77239|09110|22277,4742,8524|9515|3932,544,58
2020-12-08,XSMT,"Đắk Lắk",984032,98,32,40046,79395|17554,33808|79955|44161|11535|83722|98237|44396,4243,2154|1214|6305,493,04
2020-12-08,XSMT,"Quảng Nam",921117,92,17,05185,38732|39013,36093|17423|59344|05401|86376|39846|61115,0402,7316|7594|1164,110,58
2020-12-09,XSMT,"Đà Nẵng",327690,32,90,51179,16893|58252,48626|98800|64895|51859|75043|40664|44582,5828,5522|5686|8932,896,52
2020-12-09,XSMT,"Khánh Hòa",788252,78,52,34197,26304|54211,93715|13532|32665|01991|67132|90821|08176,9559,6448|4989|1681,568,68
2020-12-10,XSMT,"Quảng Bình",238040,23,40,97847,50600|71814,58722|24259|35218|12587|52220|59126|40221,8964,5481|5075|6139,122,60
2020-12-10,XSMT,"Bình Định",401947,40,47,33633,63950|74798,45653|92106|66011|69585|98579|24947|24149,1620,0573|1709|2263,399,45
2020-12-10,XSMT,"Quảng Trị",893626,89,26,32335,45956|22157,73461|86609|75046|24715|37418|17322|18899,0741,7622|2519|9754,469,34
2020-12-11,XSMT,"Gia Lai",753493,75,93,00244,58293|92586,14915|45082|97932|16291|56494|80333|25607,7735,6702|1869|3247,888,38
2020-12-11,XSMT,"Ninh Thuận",556335,55,35,88302,67622|21087,69578|97301|16071|44065|92879|15034|44512,3762,2422|7656|4961,023,84
2020-12-12,XSMT,"Đà Nẵng",955531,95,31,85136,06031|35015,32275|61218|35903|73233|20954|20576|42403,1811,3936|3400|2156,189,07
2020-12-12,XSMT,"Quảng Ngãi",628458,62,58,09022,75650|45774,83253|44352|96232|56862|91527|77536|09198,6312,6582|6409|0302,625,46
2020-12-12,XSMT,"Đắk Nông",790577,79,77,77814,72243|05919,23259|94566|30730|76800|70306|77190|25910,1957,5659|6353|5290,221,63
2020-12-13,XSMT,"Khánh Hòa",686373,68,73,45417,44826|09456,02369|54252|06597|24914|71297|10710|09544,1062,7325|4833|0857,501,49
2020-12-13,XSMT,"Kon Tum",841275,84,75,28583,54395|03368,39393|89950|93273|22461|78690|19111|64814,2862,9108|6065|0439,985,02
2020-12-14,XSMT,"Phú Yên",075839,07,39,74580,64547|05185,80454|77841|80561|17950|00066|09376|86761,7020,7120|9053|3443,747,00
2020-12-14,XSMT,"Huế",145340,14,40,39725,10427|95790,56132|01380|13418|72247|63176|77676|34133,5503,8683|0201|6723,260,16
2020-12-15,XSMT,"Đắk Lắk",393016,39,16,94672,13304|02310,48236|50042|88706|36669|03323|24715|30509,9774,9230|2198|9766,940,35
2020-12-15,XSMT,"Quảng Nam",573250,57,50,52128,01461|78372,43796|48963|19098|48459|01077|24943|69828,3568,8087|1744|5996,219,30
2020-12-16,XSMT,"Đà Nẵng",977189,97,89,65855,99564|11873,05751|09186|50883|24437|61430|15469|79750,9119,3158|5795|8674,915,33
2020-12-16,XSMT,"Khánh Hòa",239982,23,82,28993,67677|96044,50675|95931|35527|73310|92231|63873|89865,6311,7637|4139|3304,598,31
2020-12-17,XSMT,"Quảng Bình",940018,94,18,28808,17352|91989,67214|17020|32162|60431|36461|49147|29312,0245,9039|7794|7831,989,40
2020-12-17,XSMT,"Bình Định",746261,74,61,98887,36732|41255,50254|57615|00183|15086|63940|11517|09203,2908,0632|4012|8147,707,98
2020-12-17,XSMT,"Quảng Trị",536331,53,31,34912,84193|22912,72123|13784|35133|50496|38238|03588|13222,5917,9238|5585|7834,792,35
2020-12-18,XSMT,"Gia Lai",877764,87,64,43158,41868|86684,77768|12831|12000|97509|24924|85667|37000,1598,8885|1245|4299,301,86
2020-12-18,XSMT,"Ninh Thuận",505535,50,35,76263,56927|40694,96886|45252|74052|07100|51167|58731|80986,9784,7029|4261|5077,024,79
2020-12-19,XSMT,"Đà Nẵng",586684,58,84,76797,15159|34756,83716|90747|75040|69970|69564|21501|68980,5134,1473|0409|9364,733,87
2020-12-19,XSMT,"Quảng Ngãi",546636,54,36,79527,58159|95881,83082|62778|71176|29844|54291|24754|14635,8449,5956|6451|4160,060,65
2020-12-19,XSMT,"Đắk Nông",797871,79,71,34015,17251|22921,09794|65501|68109|03761|41108|12421|67936,2739,3726|5119|8821,733,26
2020-12-20,XSMT,"Khánh Hòa",464766,46,66,88875,75560|59497,40722|58067|07545|83670|53558|86672|51978,9270,1308|5097|1759,067,21
2020-12-20,XSMT,"Kon Tum",674389,67,89,12174,08084|24423,49184|34159|13482|38124|06301|82962|32686,3434,0065|7364|3974,285,28
2020-12-21,XSMT,"Phú Yên",535685,53,85,16471,28992|73140,18255|64536|49722|92150|14044|82495|32920,0753,5071|9578|5366,707,13
2020-12-21,XSMT,"Huế",917885,91,85,82651,43404|09093,21590|68885|46329|46357|64059|68497|58583,7206,5993|0847|7614,208,31
2020-12-22,XSMT,"Đắk Lắk",283250,28,50,32007,32238|50989,35613|82578|47788|84487|36487|89510|03577,6794,1246|8641|3196,660,02
2020-12-22,XSMT,"Quảng Nam",242518,24,18,08810,95017|94174,07646|17616|19510|60450|72994|64679|11986,8037,0288|1979|0312,181,02
2020-12-23,XSMT,"Đà Nẵng",510489,51,89,90623,99914|37474,63523|00266|06948|50765|24201|68050|09018,2390,6140|5661|2463,018,29
2020-12-23,XSMT,"Khánh Hòa",389596,38,96,94540,65753|18479,67346|27920|66554|05565|45296|35179|27827,5906,9764|6436|7287,205,45
2020-12-24,XSMT,"Quảng Bình",910038,91,38,05128,99156|28946,91954|91393|99992|11508|22997|22951|98952,3047,6890|2472|8933,698,52
2020-12-24,XSMT,"Bình Định",600674,60,74,40955,26917|13127,18486|79093|29708|95140|19214|76934|67884,1340,4560|7694|7484,329,33
2020-12-24,XSMT,"Quảng Trị",151500,15,00,37067,11379|44367,23386|94375|45774|55646|77931|70899|91849,6233,3535|4847|0397,160,45
2020-12-25,XSMT,"Gia Lai",372195,37,95,44681,16048|16054,46743|26491|35478|66652|71666|44182|73206,2148,4386|8131|3255,008,30
2020-12-25,XSMT,"Ninh Thuận",677611,67,11,60013,18458|25085,51597|91755|61562|88688|86026|42313|82758,3936,2824|3937|7030,969,26
2020-12-26,XSMT,"Đà Nẵng",291139,29,39,77679,66978|23704,02038|73316|95169|52151|53709|14484|09791,7369,0212|1714|8566,795,15
2020-12-26,XSMT,"Quảng Ngãi",236023,23,23,81608,28753|30633,69587|65765|35603|07297|63002|49517|58272,4980,5815|2755|9827,370,28
2020-12-26,XSMT,"Đắk Nông",825744,82,44,85934,70819|57918,94071|78625|08619|08161|80317|69606|86446,9198,3226|3043|7619,774,24
2020-12-27,XSMT,"Khánh Hòa",922682,92,82,29877,00429|91943,22639|91613|56697|01257|09454|75093|85812,2647,0345|6716|8379,776,16
2020-12-27,XSMT,"Kon Tum",198200,19,00,31729,03940|46891,53714|49993|29061|84726|80375|65988|59838,0286,4985|9774|2967,989,24
2020-12-28,XSMT,"Phú Yên",739446,73,46,90606,74075|27565,14140|76899|72763|94812|74625|74265|76874,8610,9769|1579|1965,516,92
2020-12-28,XSMT,"Huế",293480,29,80,21806,81612|51491,24470|00258|49392|43830|12472|41741|38392,9537,8027|6681|1295,251,87
2020-12-29,XSMT,"Đắk Lắk",818103,81,03,37028,31349|66778,22268|55450|01974|72931|02060|17133|48880,9382,1134|9802|2878,533,46
2020-12-29,XSMT,"Quảng Nam",648853,64,53,87221,46767|33547,35689|11586|01753|46042|09860|97741|12007,3451,9984|0078|3736,762,79
2020-12-30,XSMT,"Đà Nẵng",466910,46,10,78534,16408|74654,19798|26831|47706|08099|82332|21131|38819,5009,1514|8324|3169,229,59
2020-12-30,XSMT,"Khánh Hòa",080716,08,16,40537,77531|14856,59514|22720|55049|78176|12083|84986|65398,1635,7249|1716|9251,487,31
2020-12-31,XSMT,"Quảng Bình",423116,42,16,67195,60809|94996,21697|71606|84528|44286|43298|13265|16472,2854,0426|8085|5136,557,07
2020-12-31,XSMT,"Bình Định",092956,09,56,25419,40130|46474,44040|23849|18019|26212|30878|08886|74739,4898,8983|0097|4509,484,39
2020-12-31,XSMT,"Quảng Trị",244187,24,87,73231,97798|15233,60033|61384|73061|42516|37749|19073|48301,7427,8678|5153|3931,477,39
2021-01-01,XSMT,"Gia Lai",720642,72,42,42981,65033|56510,58387|78146|44785|33774|49175|99722|27188,2683,1188|0002|4250,482,06
2021-01-01,XSMT,"Ninh Thuận",121302,12,02,14720,07141|58747,46777|96999|16461|38726|29057|82289|10610,9953,0922|1276|4182,430,11
2021-01-02,XSMT,"Đà Nẵng",132907,13,07,36572,43234|64724,92401|71525|52795|38698|55787|85368|94775,2868,4530|7725|2635,630,72
2021-01-02,XSMT,"Quảng Ngãi",359225,35,25,98547,15613|93854,50138|49389|73871|95991|73573|72109|04822,1248,3160|2262|3496,187,21
2021-01-02,XSMT,"Đắk Nông",976599,97,99,45134,48165|49443,15001|78264|07494|71828|75617|48083|10655,6105,7053|4171|1265,255,32
2021-01-03,XSMT,"Khánh Hòa",624564,62,64,17794,40767|01745,86967|49098|74711|97252|93962|27339|39503,4949,4224|3582|3162,439,42
2021-01-03,XSMT,"Kon Tum",638720,63,20,80306,12520|58630,65968|33093|67288|64559|91933|12933|31868,9324,2199|4923|9328,292,26
2021-01-04,XSMT,"Phú Yên",674382,67,82,21124,10249|31568,35192|72568|00871|59013|56821|57548|44510,8286,9357|7005|2438,155,45
