drawDate,lotteryType,province,DB,DB_head,DB_tail,G1,G2,G3,G4,G5,G6,G7
2022-07-24,XSMT,"Kon Tum",547912,54,12,63431,07799|33380,38250|66637|86585|00891|43695|48148|35734,9940,9588|2955|2197,656,61
2022-07-24,XSMT,"Huế",070135,07,35,12686,92713|72651,33558|76100|83654|37454|01335|15992|14488,9295,7697|5789|8311,965,29
2022-07-25,XSMT,"Phú Yên",203001,20,01,08867,80375|17938,85174|02025|70197|32209|73353|98693|45575,5401,0175|3330|6281,718,31
2022-07-25,XSMT,"Huế",766696,76,96,94551,98256|51905,34930|16580|54125|54617|78631|85500|34420,3577,7982|3451|1364,154,49
2022-07-26,XSMT,"Đắk Lắk",789562,78,62,69374,94913|75237,15934|79767|35767|01245|61625|65047|95965,1258,8035|3485|7173,314,39
2022-07-26,XSMT,"Quảng Nam",130959,13,59,79725,73720|82736,08006|14074|09410|89056|10063|31086|25613,6707,8581|7245|6498,605,28
2022-07-27,XSMT,"Đà Nẵng",545522,54,22,95032,22468|56769,28034|31398|47617|69666|48278|50922|49413,0019,9610|0067|6617,828,94
2022-07-27,XSMT,"Khánh Hòa",793897,79,97,43339,38581|82133,76253|85412|14952|06416|19826|17214|88193,6449,8242|6605|5248,216,08
2022-07-28,XSMT,"Quảng Bình",588340,58,40,18597,14028|59142,82402|84542|92442|70958|61640|51935|14127,0091,3386|6545|2493,163,85
2022-07-28,XSMT,"Bình Định",122677,12,77,57172,71003|30523,42525|98130|03303|06289|74889|58658|82237,1847,4843|3296|5917,027,10
2022-07-28,XSMT,"Quảng Trị",715956,71,56,77233,11806|45102,41354|93507|73003|05264|43163|24187|83083,2270,2891|1871|7901,337,51
2022-07-29,XSMT,"Gia Lai",387926,38,26,37548,27869|77191,28509|64616|43508|35498|98132|39312|46537,1712,6022|8833|8705,103,80
2022-07-29,XSMT,"Ninh Thuận",786142,78,42,77301,36749|19445,48635|75962|03301|77594|91288|43769|46092,6300,6368|0259|6821,704,04
2022-07-30,XSMT,"Đà Nẵng",560961,56,61,83334,28838|15603,79986|32184|03318|37903|90936|42855|08212,9589,3020|8647|2023,264,53
2022-07-30,XSMT,"Quảng Ngãi",274919,27,19,83002,95569|80906,36537|79142|82667|61929|11885|90757|70584,1890,6457|4270|7594,490,82
2022-07-30,XSMT,"Đắk Nông",801201,80,01,73425,98406|39054,98321|37952|15485|15610|50493|31405|73406,5064,6939|5394|8868,246,13
2022-07-31,XSMT,"Khánh Hòa",779336,77,36,42841,50192|20664,90860|08050|32478|02762|90429|25718|82298,6825,0703|2879|8378,166,17
2022-07-31,XSMT,"Kon Tum",735191,73,91,86085,39741|45128,44191|21173|06415|05677|88607|89853|64509,0718,4998|8086|3106,337,43
2022-07-31,XSMT,"Huế",149303,14,03,99557,37099|95225,16279|48646|72001|04210|01264|69307|64117,8108,2039|1296|2341,111,14
2022-08-01,XSMT,"Phú Yên",406462,40,62,87735,36858|15696,13814|75110|95804|33808|61480|93693|71551,6655,0950|1855|1774,473,90
2022-08-01,XSMT,"Huế",985387,98,87,67713,97497|62694,78139|84462|94455|48619|78807|15529|67664,8095,4957|5451|2330,149,51
2022-08-02,XSMT,"Đắk Lắk",391370,39,70,86268,77332|55312,52671|22180|28525|89610|41570|68515|54545,3297,4454|3293|4004,186,74
2022-08-02,XSMT,"Quảng Nam",532338,53,38,41437,18351|24898,22694|17748|32980|52633|14639|85733|02770,7332,2171|9181|0393,518,73
2022-08-03,XSMT,"Đà Nẵng",952908,95,08,20374,99287|26147,93583|03833|91798|33105|94964|68047|88644,7041,5887|1285|8576,994,02
2022-08-03,XSMT,"Khánh Hòa",137075,13,75,10483,41157|61946,46647|23999|86120|82862|73301|42507|81300,1511,9563|4736|5788,662,99
2022-08-04,XSMT,"Quảng Bình",662841,66,41,45324,94783|06854,44635|63712|21310|03222|24416|18951|12046,6991,5765|3105|6121,728,37
2022-08-04,XSMT,"Bình Định",244331,24,31,36332,73343|05403,70705|80940|11236|84354|78229|88751|80619,1721,4048|9299|4923,958,65
2022-08-04,XSMT,"Quảng Trị",726237,72,37,05558,53555|23787,03065|48888|72766|64891|07554|76790|26569,6384,0954|9843|4116,871,29
2022-08-05,XSMT,"Gia Lai",109970,10,70,48882,61448|10473,48054|99686|32112|52197|59183|17965|93960,8794,4644|2479|6395,482,43
2022-08-05,XSMT,"Ninh Thuận",759010,75,10,27953,62420|56461,88159|62653|20754|51246|62272|43488|17270,5610,1957|4097|5786,412,75
2022-08-06,XSMT,"Đà Nẵng",506920,50,20,49618,51126|45022,66793|15989|62842|82004|17312|71919|61278,9102,2423|0332|8151,215,50
2022-08-06,XSMT,"Quảng Ngãi",509325,50,25,90185,90659|14717,44386|29793|83201|36483|28446|35069|44078,6723,9244|0971|0657,463,08
2022-08-06,XSMT,"Đắk Nông",021397,02,97,55594,73043|42488,16724|25431|56881|90661|63707|06201|18599,7812,3125|8925|3733,502,07
2022-08-07,XSMT,"Khánh Hòa",733571,73,71,22483,36850|81839,86711|01893|85724|97717|54293|90570|25847,6062,3290|6493|3742,998,68
2022-08-07,XSMT,"Kon Tum",745986,74,86,11389,73774|80925,48484|36955|19195|54219|33632|73465|60328,4363,6628|8557|9111,889,34
2022-08-07,XSMT,"Huế",269088,26,88,16554,31745|31022,20862|85055|07640|37503|22909|88381|20447,0811,8633|1385|6732,367,79
2022-08-08,XSMT,"Phú Yên",639157,63,57,39837,14552|34562,83831|90496|48148|71792|74870|15844|29703,7698,4100|4896|4461,036,90
2022-08-08,XSMT,"Huế",552158,55,58,98266,90791|02052,12417|61544|43717|05446|48738|23578|40537,6453,7561|4686|7830,499,25
2022-08-09,XSMT,"Đắk Lắk",162518,16,18,25053,71808|43220,61208|17824|71492|28076|74073|49693|01804,3718,3986|7955|2129,025,30
2022-08-09,XSMT,"Quảng Nam",152034,15,34,67710,83228|57702,09878|97582|64613|46575|33850|45519|89134,1743,1892|1516|4227,690,53
2022-08-10,XSMT,"Đà Nẵng",307517,30,17,67099,17575|23979,06426|38994|45228|37701|81210|68371|96574,7769,4588|6004|0016,113,22
2022-08-10,XSMT,"Khánh Hòa",157623,15,23,00141,98739|48130,43107|48731|81022|93643|42820|58850|44727,4655,3188|2357|9837,809,07
2022-08-11,XSMT,"Quảng Bình",083769,08,69,30839,69454|40033,64741|19750|88402|65202|41751|69409|02194,9040,8575|1692|7684,398,85
2022-08-11,XSMT,"Bình Định",071656,07,56,78718,82389|86726,60435|58409|25087|75455|92805|24742|41885,8009,1846|6644|1221,306,26
2022-08-11,XSMT,"Quảng Trị",244044,24,44,41668,71564|08374,27311|74130|75445|59274|64621|88095|55505,6493,7335|6648|2784,366,76
2022-08-12,XSMT,"Gia Lai",346952,34,52,35163,61260|68451,30138|38799|51019|23036|13295|06057|67400,4375,3604|6964|9813,915,97
2022-08-12,XSMT,"Ninh Thuận",983551,98,51,16692,46644|09399,49898|27823|09483|22238|24306|80403|42019,1892,7719|0132|0351,895,00
2022-08-13,XSMT,"Đà Nẵng",088387,08,87,90282,25362|78718,91051|09205|82170|23256|38849|69210|51085,8536,1888|0136|2559,406,94
2022-08-13,XSMT,"Quảng Ngãi",714939,71,39,37836,99179|58981,67529|92089|93249|78482|87931|97542|54350,5349,2672|4021|3211,833,29
2022-08-13,XSMT,"Đắk Nông",324370,32,70,51012,34998|73570,98588|84013|82178|71615|70073|15764|65363,9739,5994|0125|1691,518,57
2022-08-14,XSMT,"Khánh Hòa",481534,48,34,78910,03965|96695,39266|69409|27646|29810|34477|84551|84306,6313,9496|1421|1513,170,77
2022-08-14,XSMT,"Kon Tum",900231,90,31,74890,83135|25222,92347|34160|38460|98377|33220|89181|41671,9116,1551|1560|8915,044,75
2022-08-14,XSMT,"Huế",306493,30,93,68477,75506|83643,11632|75594|30138|85137|89015|90019|42842,9997,0973|5493|4485,305,72
2022-08-15,XSMT,"Phú Yên",838207,83,07,21243,12569|16051,87241|31212|82102|99856|20184|52167|13692,5515,3385|3835|9652,990,20
2022-08-15,XSMT,"Huế",185346,18,46,26002,80186|17618,13047|92185|10065|57609|30968|20466|60842,7041,9566|3055|4835,134,01
2022-08-16,XSMT,"Đắk Lắk",894974,89,74,01849,02813|54176,12827|44221|15989|03585|71000|55770|42594,7443,7734|4809|4304,187,99
2022-08-16,XSMT,"Quảng Nam",930671,93,71,19789,95937|95728,51358|76178|95993|25211|81326|82929|40348,5665,9238|8564|5407,024,58
2022-08-17,XSMT,"Đà Nẵng",982704,98,04,86212,83555|68846,32105|28612|51039|82948|80565|69367|96588,7131,9875|3177|9830,530,68
2022-08-17,XSMT,"Khánh Hòa",560571,56,71,91711,59199|48260,17064|15918|36881|87364|17398|68905|34051,7831,4297|8195|7072,937,28
2022-08-18,XSMT,"Quảng Bình",673691,67,91,12884,04695|92632,30872|44240|35761|38367|20555|82647|11837,6422,0238|8440|2233,122,90
2022-08-18,XSMT,"Bình Định",619986,61,86,17149,76020|74406,74803|72090|97954|85615|27329|42761|30317,1195,0356|5741|0334,406,27
2022-08-18,XSMT,"Quảng Trị",461392,46,92,27502,99482|49161,73408|37985|94156|09692|20816|44908|50244,1470,4514|9478|5236,190,54
2022-08-19,XSMT,"Gia Lai",732106,73,06,72823,69776|08223,77188|83219|63785|64834|90713|68450|34520,9671,8477|0204|5644,036,00
2022-08-19,XSMT,"Ninh Thuận",429035,42,35,45179,64912|51832,32858|30797|61457|79013|09661|86996|24606,4976,7094|3397|0818,324,40
2022-08-20,XSMT,"Đà Nẵng",861609,86,09,36109,80323|70637,88915|05763|48841|51455|42133|40668|92286,1849,9046|7040|3257,834,61
2022-08-20,XSMT,"Quảng Ngãi",130019,13,19,49001,04706|31362,13435|76467|48703|54510|87974|77732|09980,4747,3847|5157|8985,756,47
2022-08-20,XSMT,"Đắk Nông",173034,17,34,19694,27785|46217,13261|62079|98373|90505|83695|66427|51180,5890,8443|7695|1131,117,11
2022-08-21,XSMT,"Khánh Hòa",028483,02,83,38993,03675|65109,12651|73510|52044|12565|45732|67175|31511,5790,1680|4266|7385,041,02
2022-08-21,XSMT,"Kon Tum",098395,09,95,04246,53412|27680,31736|97719|77392|42107|19500|79895|98912,4621,3853|8483|2493,787,16
2022-08-21,XSMT,"Huế",320946,32,46,56830,76013|74239,03877|07343|45696|58182|33655|33164|02335,7612,9597|8613|6532,521,75
2022-08-22,XSMT,"Phú Yên",458321,45,21,68692,73751|33126,27429|17980|87954|38354|33696|57146|45992,4879,6291|9458|6948,595,58
2022-08-22,XSMT,"Huế",404404,40,04,20089,87810|64838,00654|04415|54097|74340|45882|35004|43299,8167,8473|8670|8055,949,86
2022-08-23,XSMT,"Đắk Lắk",701938,70,38,00110,92124|47716,04096|36603|28798|87843|75124|50373|80199,5629,7086|1725|9669,458,86
2022-08-23,XSMT,"Quảng Nam",898625,89,25,30757,96751|30117,21720|76183|31941|28928|44709|24105|38155,3486,5676|8918|5293,714,14
2022-08-24,XSMT,"Đà Nẵng",556678,55,78,09118,77005|38774,74881|07668|94121|98073|03656|18921|27908,9002,2310|3801|7561,599,17
2022-08-24,XSMT,"Khánh Hòa",738527,73,27,58035,81731|14142,61602|90739|19340|34112|48034|10306|39977,4464,5065|0267|8029,647,12
2022-08-25,XSMT,"Quảng Bình",080767,08,67,18461,78296|24452,69040|37139|51918|57918|67844|32325|30701,3198,7682|6188|2792,191,95
2022-08-25,XSMT,"Bình Định",816871,81,71,39826,80854|70274,37214|14050|25166|95713|64033|72731|93892,7553,6439|6438|6466,634,96
2022-08-25,XSMT,"Quảng Trị",992119,99,19,06955,30134|40029,09951|84751|01060|03907|07181|56664|02929,2640,7192|6848|5836,762,53
2022-08-26,XSMT,"Gia Lai",661846,66,46,22828,79319|98282,64177|53708|29427|43437|05604|25833|54959,2016,4747|1133|8955,696,32
2022-08-26,XSMT,"Ninh Thuận",632950,63,50,19243,08231|72760,00305|79827|48198|81292|19464|60632|63753,2494,8419|0302|5218,840,10
2022-08-27,XSMT,"Đà Nẵng",870715,87,15,72305,86741|08020,64372|67284|79297|91003|96034|77057|54619,6827,9365|3000|9607,204,35
2022-08-27,XSMT,"Quảng Ngãi",227548,22,48,56424,23704|19538,27919|37669|62409|39315|24251|61736|34288,5530,4824|8946|7053,119,22
2022-08-27,XSMT,"Đắk Nông",150337,15,37,06590,98409|16187,04627|88504|50854|89783|46564|45992|47831,6504,1672|7159|9344,261,37
2022-08-28,XSMT,"Khánh Hòa",373724,37,24,34603,84416|91136,72338|82452|85989|19970|75777|95544|06637,1784,9711|0196|3548,853,51
2022-08-28,XSMT,"Kon Tum",226193,22,93,08788,79529|67393,01755|37375|52949|41533|92898|13273|41134,3767,3183|6748|6155,063,04
2022-08-28,XSMT,"Huế",403252,40,52,88966,66864|33307,59005|30661|55974|88693|66860|81595|97141,8592,2204|9169|6380,145,28
2022-08-29,XSMT,"Phú Yên",311495,31,95,34265,78279|20191,69442|81823|56414|21450|39937|06109|99098,7128,1133|3661|3068,496,94
2022-08-29,XSMT,"Huế",223086,22,86,22237,65314|77551,88347|82233|61399|81504|21628|27099|76967,0540,5223|4138|4931,053,97
2022-08-30,XSMT,"Đắk Lắk",517484,51,84,41926,73523|55181,53639|87685|18170|74850|13296|82184|85577,4753,2386|1097|3802,282,36
2022-08-30,XSMT,"Quảng Nam",624132,62,32,17377,99740|07905,58785|99931|88462|44894|75553|66626|66696,3793,9381|5693|2985,001,92
2022-08-31,XSMT,"Đà Nẵng",806253,80,53,50534,96097|78368,65132|88568|89373|35232|23415|16189|53385,9803,7212|8072|0408,843,36
2022-08-31,XSMT,"Khánh Hòa",189387,18,87,44093,20554|28010,77987|34325|98388|80087|93920|21262|12377,7381,8474|7535|7636,028,00
2022-09-01,XSMT,"Quảng Bình",854671,85,71,70358,39797|54851,25920|52821|76804|70292|03812|10993|65551,5209,4277|6182|5305,381,63
2022-09-01,XSMT,"Bình Định",017689,01,89,42231,60499|56328,15453|35541|52945|91127|28454|22493|85849,3861,5105|8935|5137,403,38
2022-09-01,XSMT,"Quảng Trị",078520,07,20,83040,89746|19847,92728|35826|84738|79249|06539|65857|56742,4018,4605|3626|2287,898,59
2022-09-02,XSMT,"Gia Lai",567290,56,90,68745,68653|11093,74383|24103|00071|57284|63952|49146|68094,9241,1637|5373|7158,759,81
2022-09-02,XSMT,"Ninh Thuận",237488,23,88,89671,95318|38714,00134|21423|59662|35303|88067|72590|52824,8039,6754|1683|2332,094,11
2022-09-03,XSMT,"Đà Nẵng",908388,90,88,79371,96909|45109,95577|88987|83485|22325|34400|40626|34096,2595,1635|2963|8772,936,66
2022-09-03,XSMT,"Quảng Ngãi",327857,32,57,81223,30356|06404,61872|35286|12035|68479|42163|96761|69337,0359,5986|1488|9217,919,86
2022-09-03,XSMT,"Đắk Nông",281288,28,88,68855,41905|26800,38901|06196|63877|00791|99715|68242|23283,2279,0959|2157|2301,707,06
2022-09-04,XSMT,"Khánh Hòa",508930,50,30,68431,98209|60870,10670|12791|23723|95883|97798|54828|05714,7962,0955|6585|4438,076,61
2022-09-04,XSMT,"Kon Tum",367422,36,22,74588,09833|40301,62775|96410|24383|22172|55021|22513|62750,3017,2357|1945|9322,986,21
2022-09-04,XSMT,"Huế",140915,14,15,20681,55754|16413,69880|62643|68273|29091|33959|50202|35016,1867,2434|3789|3899,635,99
2022-09-05,XSMT,"Phú Yên",618848,61,48,86161,86859|09981,23657|11544|12854|53216|31965|24662|25206,1355,6823|6421|4534,680,45
2022-09-05,XSMT,"Huế",092558,09,58,34158,59252|10289,63509|06818|31729|56296|35305|11970|28353,9248,4258|2230|8291,580,05
2022-09-06,XSMT,"Đắk Lắk",905485,90,85,84380,47707|05784,24852|47297|55325|00084|10690|39221|24487,3216,7260|5486|6052,708,03
2022-09-06,XSMT,"Quảng Nam",868768,86,68,23270,22880|85283,57641|92289|05298|78201|67763|39894|16415,4029,3695|7816|8606,414,90
2022-09-07,XSMT,"Đà Nẵng",953622,95,22,11150,35833|61063,95784|03072|75537|84014|23038|62943|13028,3862,3067|1113|0538,720,95
2022-09-07,XSMT,"Khánh Hòa",867239,86,39,02908,20690|62162,33897|80425|47550|77154|53855|11009|99208,4766,2538|3960|8038,503,58
2022-09-08,XSMT,"Quảng Bình",720209,72,09,59775,01726|40177,53812|46548|73664|81270|27126|69812|22705,6113,3575|0759|3460,347,93
2022-09-08,XSMT,"Bình Định",989287,98,87,36499,98014|68684,00362|32955|83931|86015|18150|92609|45044,6357,0467|6525|2473,295,36
2022-09-08,XSMT,"Quảng Trị",510576,51,76,45237,13855|34703,35066|61155|54070|70488|33446|21136|34206,3668,7717|5277|7384,694,54
2022-09-09,XSMT,"Gia Lai",126531,12,31,05436,61941|76702,89345|95925|06195|07101|55751|79384|03813,1273,6014|8308|3289,867,75
2022-09-09,XSMT,"Ninh Thuận",642240,64,40,85959,76983|12636,77238|23778|04351|61315|03514|56377|61414,3431,0921|1948|8964,654,59
2022-09-10,XSMT,"Đà Nẵng",757959,75,59,42228,60024|07154,89566|77926|25135|22558|93896|30492|16746,4205,0718|9268|5401,980,77
2022-09-10,XSMT,"Quảng Ngãi",907600,90,00,10227,64400|69669,41344|89608|48238|52398|11735|14516|60722,5515,0674|9215|5517,893,55
2022-09-10,XSMT,"Đắk Nông",997167,99,67,15646,83337|05859,47984|90108|33892|98855|50156|48687|94174,8863,2928|9870|5564,796,33
2022-09-11,XSMT,"Khánh Hòa",906362,90,62,69121,12968|09384,62108|05006|07574|97902|08396|12906|50616,2491,6174|3306|5913,525,98
2022-09-11,XSMT,"Kon Tum",262411,26,11,64780,72832|50804,59283|48788|21207|65383|23798|90214|26875,1760,2475|1189|9859,413,23
2022-09-11,XSMT,"Huế",115755,11,55,75436,29830|45178,14624|54489|23028|88275|82611|10892|67451,7709,1348|6535|3730,150,04
2022-09-12,XSMT,"Phú Yên",776593,77,93,77371,47580|11848,96023|54551|77024|35384|84624|93865|30924,1035,2263|2477|2399,528,87
2022-09-12,XSMT,"Huế",572829,57,29,11168,31805|35304,83778|33410|63181|86172|91011|43668|41522,7592,7611|7653|4581,566,04
2022-09-13,XSMT,"Đắk Lắk",779482,77,82,11491,71119|24569,27036|97043|38200|46964|00223|40975|37571,2494,1371|6512|7166,467,03
2022-09-13,XSMT,"Quảng Nam",043039,04,39,92734,12970|18965,57824|61963|53899|53242|30676|24193|25678,2764,2842|9730|3480,591,21
2022-09-14,XSMT,"Đà Nẵng",941551,94,51,67603,11776|79965,62706|99214|41808|74225|59235|11839|01941,3171,5498|2447|0065,125,78
2022-09-14,XSMT,"Khánh Hòa",264790,26,90,39669,97840|33500,66600|89403|16411|10708|73745|43825|10280,9293,9840|1306|0461,424,37
2022-09-15,XSMT,"Quảng Bình",584855,58,55,50109,84706|77896,89200|45821|35497|61238|49920|24073|56851,2059,0038|0822|8335,618,24
2022-09-15,XSMT,"Bình Định",532612,53,12,87567,10132|35319,50992|29665|60633|17933|10620|75704|73797,0764,8921|6147|7397,237,31
2022-09-15,XSMT,"Quảng Trị",325861,32,61,13770,96883|84651,44289|80227|08462|65289|43925|48863|60052,2314,1267|6310|3489,045,56
2022-09-16,XSMT,"Gia Lai",785813,78,13,98894,03975|70847,64562|90084|36162|02130|48062|67051|84684,9892,6295|8262|6597,907,57
2022-09-16,XSMT,"Ninh Thuận",812452,81,52,82092,09766|39001,00069|00159|44475|00917|84601|00517|11977,0374,6858|7938|6232,314,76
2022-09-17,XSMT,"Đà Nẵng",853656,85,56,33062,18618|60712,14412|38674|56641|86020|70830|49592|74720,8075,0017|3578|5113,459,21
2022-09-17,XSMT,"Quảng Ngãi",800859,80,59,90092,77064|03488,22573|68344|63939|99417|15979|55910|79604,6838,7469|3414|2581,456,53
2022-09-17,XSMT,"Đắk Nông",137609,13,09,07148,36802|99003,89573|72377|09376|15572|10083|00810|42816,1687,9168|1478|7332,166,57
2022-09-18,XSMT,"Khánh Hòa",507708,50,08,56018,57347|73302,50127|28746|51379|10643|71587|83894|61033,0228,7989|1248|2376,856,09
2022-09-18,XSMT,"Kon Tum",936186,93,86,34165,50558|24645,45737|24475|43411|72599|31175|71375|87221,2434,5138|2905|2572,135,67
2022-09-18,XSMT,"Huế",414556,41,56,55533,95087|94247,40764|19152|44469|59646|06540|96138|96285,9118,6414|6777|9907,340,58
2022-09-19,XSMT,"Phú Yên",128273,12,73,82063,18716|43747,06716|55256|51633|38841|30527|14003|96922,7254,8852|9240|3440,305,03
2022-09-19,XSMT,"Huế",016494,01,94,88803,28595|04057,17878|81211|39958|82857|99176|91703|40693,6016,9666|3933|1369,980,98
2022-09-20,XSMT,"Đắk Lắk",938258,93,58,88064,08628|33939,14288|26566|44967|47268|40181|44459|07585,7256,3303|0359|8550,743,07
2022-09-20,XSMT,"Quảng Nam",226231,22,31,77285,28159|44916,65026|21637|05965|24946|85762|47939|40048,1625,3351|4070|7028,595,08
2022-09-21,XSMT,"Đà Nẵng",506766,50,66,51374,23083|99178,66419|77796|22338|96902|07076|79069|95467,2458,8983|2562|0211,072,60
2022-09-21,XSMT,"Khánh Hòa",984745,98,45,13231,42910|19274,15148|31172|60499|71235|92967|45211|30648,2008,5583|4543|1815,050,13
2022-09-22,XSMT,"Quảng Bình",722904,72,04,74936,28368|56703,33097|10375|06417|63732|83103|83402|86302,5832,4108|1143|4199,860,00
2022-09-22,XSMT,"Bình Định",337142,33,42,96695,28185|31491,16729|05541|55616|17285|95433|70557|75716,1842,4131|8612|2352,944,18
2022-09-22,XSMT,"Quảng Trị",671066,67,66,06140,78675|28714,65693|43307|42037|49748|09639|24339|09348,7663,8134|4291|3920,860,16
2022-09-23,XSMT,"Gia Lai",586994,58,94,31664,82301|80434,49503|93172|05481|33787|67282|78258|86691,5639,4244|6259|5819,808,01
2022-09-23,XSMT,"Ninh Thuận",270160,27,60,19219,24786|93205,34439|87100|75831|80035|17621|09445|30214,5609,9085|2565|5669,571,92
2022-09-24,XSMT,"Đà Nẵng",066089,06,89,06140,28289|36107,64972|51613|14479|10702|13381|94402|14797,9571,9034|7870|4631,079,93
2022-09-24,XSMT,"Quảng Ngãi",809574,80,74,00167,86305|03196,38675|63680|29736|32593|95234|77454|49851,9182,9232|4522|2569,931,72
2022-09-24,XSMT,"Đắk Nông",892092,89,92,53575,48334|87346,77957|45755|84884|03523|44340|95457|32663,2780,3961|6755|0401,440,07
2022-09-25,XSMT,"Khánh Hòa",793624,79,24,58598,86667|85752,56600|45401|28715|41190|09214|52555|44308,1438,3990|1315|5153,623,33
2022-09-25,XSMT,"Kon Tum",462073,46,73,03126,68152|89797,55184|72536|68939|48565|87837|54755|24767,2952,0020|5285|4426,411,73
2022-09-25,XSMT,"Huế",404121,40,21,48785,59408|97425,71494|07253|12832|59226|54436|43511|93041,3425,8193|0105|6856,207,67
2022-09-26,XSMT,"Phú Yên",957707,95,07,06147,14669|45033,19922|44807|28006|49810|23958|74557|91125,3963,2965|6993|1635,984,56
2022-09-26,XSMT,"Huế",918341,91,41,34380,49070|40505,67057|55106|09588|41565|48165|88663|13659,3794,5298|3764|8961,681,33
2022-09-27,XSMT,"Đắk Lắk",355419,35,19,05823,05012|06135,69654|30729|05873|59205|90694|99472|67354,0122,2196|6271|7227,384,16
2022-09-27,XSMT,"Quảng Nam",468462,46,62,20588,26018|72483,29568|26246|05672|19267|00148|34090|12695,0377,6762|2460|8152,056,13
2022-09-28,XSMT,"Đà Nẵng",860429,86,29,49629,24045|83197,70888|26477|82988|46857|23757|79711|40233,5279,5701|1724|9672,961,11
2022-09-28,XSMT,"Khánh Hòa",834582,83,82,09558,95990|34588,80050|44294|31850|28454|51518|37002|18722,4808,1506|2365|5686,474,04
2022-09-29,XSMT,"Quảng Bình",745635,74,35,82332,23554|05877,04543|89481|27583|10426|58732|01091|39750,6770,9763|2252|0237,264,93
2022-09-29,XSMT,"Bình Định",544167,54,67,12791,70147|61044,23385|02018|08428|40435|64100|05992|30881,8302,6848|0138|4636,938,00
2022-09-29,XSMT,"Quảng Trị",777677,77,77,00772,05131|77562,51461|42997|77321|15134|86484|25978|74582,8158,2687|9104|4577,229,91
2022-09-30,XSMT,"Gia Lai",141113,14,13,50483,16441|06188,90141|23758|51537|66865|69766|64920|11517,2448,2374|4026|3727,534,26
2022-09-30,XSMT,"Ninh Thuận",816156,81,56,78952,23199|44773,45369|97108|87085|50701|29766|11692|42675,4336,1589|9950|3631,048,65
2022-10-01,XSMT,"Đà Nẵng",770005,77,05,67623,38465|57020,30895|72837|43850|20109|79049|02758|36879,8952,4146|6095|8235,843,59
2022-10-01,XSMT,"Quảng Ngãi",800622,80,22,11871,91459|66515,06821|95278|51253|15560|96405|58795|88598,3832,8273|8936|0318,450,86
2022-10-01,XSMT,"Đắk Nông",337479,33,79,54045,37057|82651,12273|53987|13272|29457|89185|61935|79535,2232,4039|2050|5645,558,87
2022-10-02,XSMT,"Khánh Hòa",580058,58,58,84681,24170|19368,72968|92352|57442|89805|86137|90680|95519,7840,8381|7275|4217,887,63
2022-10-02,XSMT,"Kon Tum",597297,59,97,04376,30037|36924,15391|06159|95430|36402|05978|60909|50411,1603,7349|7745|7457,673,00
2022-10-02,XSMT,"Huế",887035,88,35,62696,23129|82259,36594|28521|10778|90561|74019|23674|36071,3750,7620|9162|2935,152,24
2022-10-03,XSMT,"Phú Yên",052774,05,74,64979,88157|56365,35810|22644|65047|64627|32853|64059|67131,5162,8867|5969|0066,686,52
2022-10-03,XSMT,"Huế",990337,99,37,58133,03385|67397,88427|25839|07001|11929|67031|73994|37250,5194,2261|2988|7918,290,51
2022-10-04,XSMT,"Đắk Lắk",811279,81,79,51276,49329|31814,41134|73775|29114|87970|42108|93100|85347,5485,3097|7777|3828,483,39
2022-10-04,XSMT,"Quảng Nam",223988,22,88,57954,29665|52259,27244|66610|64461|91663|81259|50799|54279,0376,1586|6841|2789,369,38
2022-10-05,XSMT,"Đà Nẵng",374753,37,53,45913,09499|27102,15997|49912|83328|50465|95708|69679|77193,7084,3227|8905|7948,989,10
2022-10-05,XSMT,"Khánh Hòa",992630,99,30,88510,36897|21164,32405|55858|25315|79189|47012|27193|87999,0975,6392|2971|8310,483,72
2022-10-06,XSMT,"Quảng Bình",494556,49,56,53047,61093|10355,82782|23374|40016|63026|88764|03335|78115,0166,0420|6908|4558,360,83
2022-10-06,XSMT,"Bình Định",749896,74,96,49650,19317|56379,54057|17902|18769|61616|93438|28085|76426,3780,5999|5461|5900,305,87
2022-10-06,XSMT,"Quảng Trị",170966,17,66,38512,46909|99470,93358|40731|66964|65922|73234|72768|77936,3031,0644|1326|5305,960,99
2022-10-07,XSMT,"Gia Lai",339588,33,88,79953,07813|78761,90338|15040|55398|54462|14574|32020|72334,7093,5917|7350|1330,623,65
2022-10-07,XSMT,"Ninh Thuận",763134,76,34,21355,89439|39661,58876|00460|63587|94804|63634|38633|29289,7502,7308|0323|0005,088,76
2022-10-08,XSMT,"Đà Nẵng",630030,63,30,52546,24333|36370,71373|59807|57733|47387|15926|38996|66319,4232,6708|8628|3304,208,86
2022-10-08,XSMT,"Quảng Ngãi",353473,35,73,43404,16026|59941,23313|08272|47426|84879|25773|98900|46915,6317,2212|5366|7727,921,59
2022-10-08,XSMT,"Đắk Nông",829885,82,85,67878,19473|19817,81212|98780|37417|56471|83167|75203|02153,8142,3654|6377|1422,085,18
2022-10-09,XSMT,"Khánh Hòa",479938,47,38,42259,21165|78487,58129|65507|99709|91144|02258|20705|00411,0029,5527|5792|0186,382,50
2022-10-09,XSMT,"Kon Tum",846473,84,73,21922,24071|78303,05620|32312|97156|37883|53386|75457|74041,9640,6718|3388|8089,347,92
2022-10-09,XSMT,"Huế",537498,53,98,71249,83136|59798,64993|59175|10131|51448|42799|93771|79500,8892,8979|2383|8586,976,55
