drawDate,lotteryType,province,DB,DB_head,DB_tail,specialCodes,G1,G2,G3,G4,G5,G6,G7
1/1/2020,XSMN,Đồng Nai,657749,65,49,,49300,76179|05605,27461|84466|60973|12966|09956|87331|07340,6135,1724|3100|9011,508,7
1/1/2020,XSMN,Cần Thơ,91446,9,46,,46839,01317|57809,68049|94813|46650|54953|93791|69233|30021,1080,7443|8510|1365,288,67
1/1/2020,XSMN,Sóc Trăng,66758,6,58,,57135,72390|25842,13102|08938|93611|09951|92092|42130|39137,5847,0746|6564|3305,470,85
1/2/2020,XSMN,Tây Ninh,967758,96,58,,36253,24034|09786,69364|89046|86092|18058|91985|65107|40840,250,5701|1187|2657,127,70
1/2/2020,XSMN,An Giang,540009,54,9,,51501,67230|98626,14914|41242|21377|68932|74934|97683|88505,1764,2890|5798|4337,322,91
1/2/2020,XSMN,Bình Thuận,252800,25,0,,8161,74021|34040,91699|64153|68253|29905|56496|12725|13063,4163,7896|5905|3780,698,69
1/3/2020,XSMN,Vĩnh Long,185972,18,72,,15698,04343|42353,22342|49776|00116|51642|23297|26239|17600,2385,2660|3122|1265,48,3
1/3/2020,XSMN,Bình Dương,71075,7,75,,40489,61128|87353,91544|27614|79574|42212|41272|25299|47459,2356,6877|1002|0124,682,91
1/3/2020,XSMN,Trà Vinh,582167,58,67,,35754,40598|69241,65125|53775|82740|63458|13837|38622|43874,6803,3645|3885|5120,901,68
1/4/2020,XSMN,TPHCM,830331,83,31,,454,28341|88788,53970|01756|92440|12645|43836|23845|53258,1835,4450|9600|2537,626,10
1/4/2020,XSMN,Long An,85563,8,63,,87394,14712|05110,80646|15806|58392|72515|03123|27783|76112,6240,2943|3958|2873,436,8
1/4/2020,XSMN,Bình Phước,503775,50,75,,466,69689|93436,11456|47691|14635|20647|18824|83098|82212,6237,3179|7713|6594,350,3
1/4/2020,XSMN,Hậu Giang,532472,53,72,,80661,74434|31538,82914|15755|84041|88645|82664|18158|86623,8298,6967|7120|4029,533,84
1/5/2020,XSMN,Tiền Giang,507554,50,54,,13174,78578|69902,23122|83532|62210|47064|38482|58017|90735,7034,1640|3927|6784,859,14
1/5/2020,XSMN,Kiên Giang,772177,77,77,,20203,26941|21745,10657|02674|41658|93279|39113|71588|43306,7498,7532|9532|9426,376,67
1/5/2020,XSMN,Đà Lạt,96736,9,36,,9250,59091|96757,72204|06468|82062|05122|01482|88080|93999,1081,1004|0367|7441,13,20
1/6/2020,XSMN,TPHCM,418470,41,70,,6177,43694|25686,44172|51863|10390|63423|98357|64711|32659,2209,7561|0715|1460,738,14
1/6/2020,XSMN,Đồng Tháp,661676,66,76,,57493,57156|44052,08057|41837|22255|56202|84010|90776|13645,4305,2763|4884|3174,897,51
1/6/2020,XSMN,Cà Mau,758611,75,11,,9612,99692|07807,89544|24506|60378|29161|16308|23198|78031,9514,1676|4452|8864,568,90
1/7/2020,XSMN,Bến Tre,920908,92,8,,68291,21627|13648,88361|39616|84603|14917|60273|89916|55600,6649,3412|6840|4438,496,87
1/7/2020,XSMN,Vũng Tàu,873455,87,55,,60655,45118|27810,81681|60056|72125|42185|64583|51924|06491,3980,0530|6691|6878,70,3
1/7/2020,XSMN,Bạc Liêu,96701,9,1,,17856,59319|49623,25193|07374|40717|98329|93022|03529|67941,2325,2996|8592|5726,967,57
1/8/2020,XSMN,Đồng Nai,38025,3,25,,88116,61729|99593,53464|28493|01427|68293|27103|76963|35416,1811,2127|7626|8810,489,65
1/8/2020,XSMN,Cần Thơ,778670,77,70,,85733,62536|44697,06656|38478|01969|08257|66419|01782|01522,3125,8060|7604|5410,545,72
1/8/2020,XSMN,Sóc Trăng,345092,34,92,,57886,40247|63443,05369|43368|56129|05540|41969|24739|01446,7504,6439|6577|9088,961,82
1/9/2020,XSMN,Tây Ninh,318706,31,6,,31640,68368|44822,49794|98017|92429|04227|99425|81332|96316,1166,4072|5194|3304,548,38
1/9/2020,XSMN,An Giang,278091,27,91,,30168,95645|56331,46466|10644|87296|75190|46265|81066|73129,8298,3044|9390|4313,880,56
1/9/2020,XSMN,Bình Thuận,896922,89,22,,73488,96930|18371,85401|79701|90087|70072|14976|51238|13079,7602,8287|1692|5855,797,89
1/10/2020,XSMN,Vĩnh Long,902356,90,56,,14083,48163|29186,19280|95424|37952|12601|86677|39213|95451,291,9628|9290|7166,998,85
1/10/2020,XSMN,Bình Dương,471406,47,6,,19689,75082|89646,39215|78664|70144|43896|11994|52607|99367,9,3929|5454|2475,931,83
1/10/2020,XSMN,Trà Vinh,140730,14,30,,83139,26379|59108,68577|81119|39657|46982|67670|05802|12966,7235,3584|2138|8598,860,47
1/11/2020,XSMN,TPHCM,982705,98,5,,80839,91968|15748,21724|51850|41392|99727|50874|66726|38113,6505,9038|1939|1609,740,84
1/11/2020,XSMN,Long An,686629,68,29,,14988,13645|81697,30699|28556|72726|06518|75067|36623|40118,8709,2039|5674|1083,617,32
1/11/2020,XSMN,Bình Phước,43635,4,35,,18103,28623|08985,16776|52068|22828|83689|88881|94160|59283,6817,6173|4529|8741,857,17
1/11/2020,XSMN,Hậu Giang,184322,18,22,,50302,85093|66230,65608|85970|70502|72942|44107|84801|79897,3268,5625|2127|6577,930,77
1/12/2020,XSMN,Tiền Giang,171328,17,28,,26391,03119|61929,42449|17565|36588|95222|97711|64737|00751,2197,7513|2989|2132,707,39
1/12/2020,XSMN,Kiên Giang,887952,88,52,,94524,46309|20402,54723|32578|86732|25103|59945|23953|58044,8973,8450|0582|0489,45,83
1/12/2020,XSMN,Đà Lạt,194598,19,98,,42392,74963|03512,74637|09813|37645|92813|66252|96673|28978,4436,7191|4287|4748,93,97
1/13/2020,XSMN,TPHCM,695662,69,62,,585,69816|62962,92357|78499|95280|56705|31258|60987|90686,9441,3144|2011|8465,748,88
1/13/2020,XSMN,Đồng Tháp,48684,4,84,,44098,22335|58879,37750|46624|38965|42957|84453|71756|76759,1996,0943|6445|4983,730,99
1/13/2020,XSMN,Cà Mau,9069,0,69,,18643,31649|70134,38380|72643|83828|59286|39562|67164|51414,5197,7256|9164|8966,334,22
1/14/2020,XSMN,Bến Tre,29010,2,10,,76223,43304|35829,65729|53261|55766|12224|17137|74075|31376,5676,8246|4354|4118,475,31
1/14/2020,XSMN,Vũng Tàu,694086,69,86,,35296,19793|01574,29030|37993|97620|56554|89048|51426|98192,8196,2703|7359|9078,868,56
1/14/2020,XSMN,Bạc Liêu,246511,24,11,,21772,25659|95241,53327|87145|96004|59619|27169|53956|61403,8256,1897|5008|4717,920,72
1/15/2020,XSMN,Đồng Nai,397704,39,4,,21390,02174|44708,62155|51590|14041|84248|32744|58997|11273,1549,5489|3418|1940,719,93
1/15/2020,XSMN,Cần Thơ,150419,15,19,,14863,96750|83870,86686|39248|42449|06671|14058|98175|91268,8969,5583|1838|4276,577,6
1/15/2020,XSMN,Sóc Trăng,622712,62,12,,49299,85401|94502,45869|55044|22914|07387|64055|30274|47964,9729,1507|1300|8971,389,65
1/16/2020,XSMN,Tây Ninh,441481,44,81,,85216,47084|86048,97264|59423|23748|02618|28601|79915|89763,8193,9950|9434|4789,979,15
1/16/2020,XSMN,An Giang,512487,51,87,,74119,57229|81009,83034|69307|10006|40264|28940|51015|43215,9762,6904|5036|7055,988,1
1/16/2020,XSMN,Bình Thuận,201398,20,98,,80812,77826|13461,20402|76800|96191|63547|67876|53787|16958,3189,6402|1596|2813,827,51
1/17/2020,XSMN,Vĩnh Long,684564,68,64,,6078,72707|23413,27403|70527|46898|08541|42401|69274|61800,3282,2715|9363|4998,175,24
1/17/2020,XSMN,Bình Dương,848661,84,61,,38776,26724|68568,34855|43565|18199|51979|92804|10268|79358,421,1066|7531|4892,286,95
1/17/2020,XSMN,Trà Vinh,830065,83,65,,70030,76734|07061,18157|31543|14586|06417|51467|38923|70531,5870,1746|0362|3721,904,60
1/18/2020,XSMN,TPHCM,84653,8,53,,40043,48968|51661,45358|49864|34732|66669|26782|94598|07560,6555,2208|0145|3828,894,59
1/18/2020,XSMN,Long An,87496,8,96,,61889,48555|41156,50103|80835|26855|34199|62313|58440|33546,8016,4100|2070|6250,139,19
1/18/2020,XSMN,Bình Phước,131804,13,4,,60038,23652|19185,51136|73179|79232|45084|70327|51913|35790,8682,3323|9199|1518,996,41
1/18/2020,XSMN,Hậu Giang,716462,71,62,,58580,87955|47381,26467|04240|81597|46176|53150|17345|84770,878,8985|8410|3216,60,11
1/19/2020,XSMN,Tiền Giang,213779,21,79,,84077,11006|84715,38085|44782|87529|99621|12321|94576|84259,2278,3097|2686|4056,581,72
1/19/2020,XSMN,Kiên Giang,840662,84,62,,62323,96914|31213,57145|97261|95072|73549|06137|71311|49285,4178,6905|4640|1101,623,81
1/19/2020,XSMN,Đà Lạt,320023,32,23,,85655,27309|66294,80624|02870|29966|14610|64664|14546|78281,4506,2849|6860|1883,717,16
1/20/2020,XSMN,TPHCM,285333,28,33,,33209,80703|20258,82969|67303|14776|18120|55063|98823|19425,5099,0533|9258|7453,980,28
1/20/2020,XSMN,Đồng Tháp,26183,2,83,,7364,95650|32158,54867|92761|17562|59625|77589|80984|05379,1176,3913|3367|5198,32,15
1/20/2020,XSMN,Cà Mau,413783,41,83,,30926,51682|69153,92876|97100|61722|10571|82882|03106|91772,3457,2071|7027|2320,796,34
1/21/2020,XSMN,Bến Tre,765500,76,0,,54374,08484|96366,03658|05508|26923|71769|88597|19881|21101,8248,3408|7302|5553,73,73
1/21/2020,XSMN,Vũng Tàu,964170,96,70,,11232,91990|58978,27494|21024|80457|89980|37496|48709|87851,1350,4836|8036|8507,254,57
1/21/2020,XSMN,Bạc Liêu,362747,36,47,,75535,36739|76133,58648|07586|82958|13551|78792|10322|92596,3264,1637|0990|1047,898,37
1/22/2020,XSMN,Đồng Nai,8775,0,75,,18689,72039|68327,22809|21660|00951|51404|19145|69835|78472,8202,5336|8463|8395,560,99
1/22/2020,XSMN,Cần Thơ,470991,47,91,,95040,09693|13747,78464|00337|70685|02989|79868|72983|31797,7027,5062|6594|1556,599,5
1/22/2020,XSMN,Sóc Trăng,502669,50,69,,70857,60635|99164,12932|52747|75628|79569|69729|08770|86992,8796,7996|8936|5373,937,23
1/23/2020,XSMN,Tây Ninh,297377,29,77,,59390,93951|47762,50877|98123|15597|17970|60325|50541|49261,4781,0110|4679|0893,315,21
1/23/2020,XSMN,An Giang,809801,80,1,,55692,76189|50290,54610|83236|48960|64147|47900|14509|28843,1042,1484|4770|6247,375,95
1/23/2020,XSMN,Bình Thuận,969492,96,92,,9304,63983|68166,30705|08574|41642|60586|29530|94414|38501,8750,2771|1741|7355,225,65
1/24/2020,XSMN,Vĩnh Long,721258,72,58,,60831,50819|30794,76614|15542|27130|92587|97532|07596|83298,780,7804|9246|2451,716,93
1/24/2020,XSMN,Bình Dương,86430,8,30,,68380,38356|54661,49241|49190|30701|22309|93540|50452|24178,3803,2209|0078|7663,463,85
1/24/2020,XSMN,Trà Vinh,586971,58,71,,60133,09028|76644,60325|27604|31320|97761|47977|79504|16831,2905,9861|0845|9921,826,86
1/25/2020,XSMN,TPHCM,49989,4,89,,11277,73534|64628,70818|22693|87651|93340|12713|25409|57359,6432,7993|5269|0663,315,32
1/25/2020,XSMN,Long An,164847,16,47,,93966,20155|13322,24168|74214|94584|34195|85513|92054|50552,2856,1163|3247|2303,197,55
1/25/2020,XSMN,Bình Phước,753128,75,28,,72333,26505|22063,66776|96302|11672|77584|79044|74659|51105,7334,9053|4698|3001,704,25
1/25/2020,XSMN,Hậu Giang,355861,35,61,,87459,67546|14076,38188|49905|79407|96268|87528|37764|96831,4460,5332|3501|4244,305,62
1/26/2020,XSMN,Tiền Giang,39590,3,90,,52119,01645|52321,37461|68335|94457|24150|11622|79740|82783,2009,6954|1468|0809,85,75
1/26/2020,XSMN,Kiên Giang,305774,30,74,,71384,98720|70294,36136|82225|70544|93882|54870|76221|88005,7123,5037|2232|7528,205,62
1/26/2020,XSMN,Đà Lạt,202567,20,67,,53850,50331|85113,31783|76972|73936|48276|05132|98663|94582,7593,7571|2061|5752,613,5
1/27/2020,XSMN,TPHCM,180309,18,9,,66438,09112|41393,08933|72134|15665|96966|21116|02109|31888,4580,8770|5573|1150,394,85
1/27/2020,XSMN,Đồng Tháp,535779,53,79,,22871,14744|92847,87926|82867|53891|92634|63339|83224|86248,9096,0102|4249|3247,432,70
1/27/2020,XSMN,Cà Mau,576087,57,87,,68058,02000|02498,45979|72003|02161|85214|41732|77820|23510,2566,5970|5315|2796,428,88
1/28/2020,XSMN,Bến Tre,790214,79,14,,13465,40171|04763,03512|98062|23594|30433|48025|10763|33884,1654,9624|7443|0829,844,42
1/28/2020,XSMN,Vũng Tàu,223900,22,0,,99184,23989|86891,92274|96449|66798|58687|34002|24514|28685,1975,1916|4437|4111,582,45
1/28/2020,XSMN,Bạc Liêu,335205,33,5,,39587,38431|67357,73939|52868|99955|00688|86949|68809|61377,6367,7081|8095|5205,89,45
1/29/2020,XSMN,Đồng Nai,845991,84,91,,98750,16106|40209,59430|59444|80502|88364|04009|77010|65526,2526,0715|9047|8241,692,42
1/29/2020,XSMN,Cần Thơ,545810,54,10,,59539,75737|18807,45869|98479|20265|76281|89662|85043|72092,6816,8366|5892|1720,158,73
1/29/2020,XSMN,Sóc Trăng,865547,86,47,,56688,62522|80096,93844|84666|10812|08805|96656|54240|46078,7304,6628|9450|0747,443,64
1/30/2020,XSMN,Tây Ninh,275350,27,50,,13034,80253|71353,71278|02388|66599|62108|06825|87750|93576,4607,9227|5296|9001,430,62
1/30/2020,XSMN,An Giang,931888,93,88,,5617,94652|65074,94279|43870|55452|73049|65265|05668|44699,3658,0632|5645|7677,419,34
1/30/2020,XSMN,Bình Thuận,410055,41,55,,76401,01070|27670,19711|43925|37373|92273|23883|45981|67308,5730,0932|2494|6451,756,89
1/31/2020,XSMN,Vĩnh Long,989950,98,50,,74609,46345|82180,78770|13380|17346|52217|97274|05521|06843,8699,5251|1372|3121,153,61
1/31/2020,XSMN,Bình Dương,465792,46,92,,6318,91736|37099,45057|00228|10476|59228|30617|48520|55556,1553,1636|0421|2735,829,48
1/31/2020,XSMN,Trà Vinh,213336,21,36,,37369,80378|22533,81581|04572|83895|49766|07352|94379|17009,4722,7177|7887|5117,333,30
2/1/2020,XSMN,TPHCM,959823,95,23,,58840,45847|52765,17076|29605|85131|51827|78092|54184|44435,1860,4878|8599|5608,723,57
2/1/2020,XSMN,Long An,237726,23,26,,96120,89702|61551,10830|87046|06933|46019|53645|06754|36438,4575,6943|8421|1636,321,72
2/1/2020,XSMN,Bình Phước,177216,17,16,,28913,20594|89620,77894|72733|15488|28732|25430|44307|91531,3762,8693|5857|5419,428,62
2/1/2020,XSMN,Hậu Giang,808540,80,40,,45928,52612|38652,51761|14738|20229|64942|73986|53997|03025,71,9748|8799|4057,908,92
2/2/2020,XSMN,Tiền Giang,966571,96,71,,95,93444|41110,18483|92528|99141|27760|84716|41387|79194,5958,3332|3215|2449,271,25
2/2/2020,XSMN,Kiên Giang,697962,69,62,,5728,72831|86083,09985|58070|37936|51847|03190|67273|27568,7688,9271|6575|3905,67,63
2/2/2020,XSMN,Đà Lạt,155716,15,16,,82577,39686|96431,78880|86836|59009|69866|55376|17664|05772,7928,9079|4414|1741,649,18
2/3/2020,XSMN,TPHCM,511050,51,50,,11077,61940|04817,04822|27312|56263|37482|23876|19155|12032,515,0049|0812|1172,977,71
2/3/2020,XSMN,Đồng Tháp,443764,44,64,,56356,55556|45078,17559|08219|20601|26019|34086|08825|99266,4877,9528|7463|6233,405,13
2/3/2020,XSMN,Cà Mau,866936,86,36,,37131,06967|78522,46068|30622|73480|65309|99347|59415|04683,2609,5581|1026|4166,721,44
2/4/2020,XSMN,Bến Tre,624536,62,36,,27766,79556|25739,88789|16380|58492|21000|36707|43010|90800,7267,1583|0227|7692,147,78
2/4/2020,XSMN,Vũng Tàu,437318,43,18,,27440,56334|85866,24677|28153|36554|70054|05305|68692|83572,7801,1809|6019|8024,631,61
2/4/2020,XSMN,Bạc Liêu,794431,79,31,,27942,71650|25520,39744|90738|91232|60200|37598|44075|78569,6539,0675|3299|0386,406,84
2/5/2020,XSMN,Đồng Nai,624832,62,32,,39121,05527|63053,87999|64235|67567|99722|06623|50102|66159,8155,2674|3319|3899,776,85
2/5/2020,XSMN,Cần Thơ,369663,36,63,,22040,17289|53667,22945|57619|28931|56336|32282|17320|17466,7909,1630|9983|5171,49,12
2/5/2020,XSMN,Sóc Trăng,360834,36,34,,73100,95737|00567,33501|89613|68512|49367|39770|01447|71795,6926,2775|4297|0225,829,50
2/6/2020,XSMN,Tây Ninh,857911,85,11,,73911,20397|35566,00574|80984|86845|64783|82443|50594|44624,8358,6293|8806|2678,954,11
2/6/2020,XSMN,An Giang,971108,97,8,,98546,11420|06249,07632|21882|62801|74404|54754|26349|61367,8254,2780|2035|7975,948,98
2/6/2020,XSMN,Bình Thuận,212382,21,82,,16161,69965|05672,68049|78787|87095|00840|97207|83697|77010,1062,1701|9713|1075,211,24
2/7/2020,XSMN,Vĩnh Long,371296,37,96,,90121,96631|02811,36041|58715|76680|22850|77809|62272|28449,2814,9025|9566|3447,81,8
2/7/2020,XSMN,Bình Dương,161425,16,25,,76936,29600|24248,22656|94341|72075|02528|62250|56169|29641,3894,9524|9276|5164,20,58
2/7/2020,XSMN,Trà Vinh,221227,22,27,,36479,11665|91616,43129|43678|00945|20524|92816|84027|16606,1325,4378|6194|5527,181,70
2/8/2020,XSMN,TPHCM,958841,95,41,,14474,20663|97059,60762|95933|97946|58848|69822|76201|19688,9765,0168|3011|2775,376,48
2/8/2020,XSMN,Long An,831205,83,5,,50231,48762|57983,33151|14793|23017|42527|56793|30838|16029,957,9280|8122|2955,663,20
2/8/2020,XSMN,Bình Phước,281727,28,27,,84706,34289|42142,50008|54275|01999|53205|20522|72911|22025,2333,6765|7181|6686,755,27
2/8/2020,XSMN,Hậu Giang,935804,93,4,,16833,57191|58535,51553|13026|51497|31781|19916|44992|49740,6157,0373|7327|5556,135,37
2/9/2020,XSMN,Tiền Giang,741078,74,78,,50588,67662|39854,84765|77986|79721|82539|12624|01935|25392,896,2415|3471|4788,885,29
2/9/2020,XSMN,Kiên Giang,572641,57,41,,47356,62459|76211,57841|17752|09637|84037|63649|87890|02838,6014,6932|9697|7512,632,53
2/9/2020,XSMN,Đà Lạt,88233,8,33,,70035,23945|05526,84354|64489|10721|95192|77065|69600|52865,3640,4686|1732|8910,772,95
2/10/2020,XSMN,TPHCM,566283,56,83,,87686,66721|46981,63808|39031|65310|53210|54296|55450|74425,8458,6004|1352|5046,981,11
2/10/2020,XSMN,Đồng Tháp,805978,80,78,,99573,46468|15968,94149|33335|13199|38561|07719|77223|74658,9185,8153|2916|4221,509,88
2/10/2020,XSMN,Cà Mau,145366,14,66,,93601,78623|27837,95339|59186|45636|26215|87822|72264|52081,9200,8335|1782|1500,26,65
2/11/2020,XSMN,Bến Tre,109347,10,47,,49087,59017|10983,90048|84248|89222|02534|04960|27282|22192,5147,2283|5396|0056,834,20
2/11/2020,XSMN,Vũng Tàu,266431,26,31,,45971,50160|10389,50811|17545|18532|85432|80460|17099|34520,4762,4568|7370|1986,734,45
2/11/2020,XSMN,Bạc Liêu,808233,80,33,,44856,51273|39755,86935|36615|40327|53628|08467|37111|67922,3882,1771|6848|6410,79,43
2/12/2020,XSMN,Đồng Nai,943902,94,2,,57953,95896|87158,61671|37271|38634|65525|14325|44141|26117,9343,4620|7663|5308,447,60
2/12/2020,XSMN,Cần Thơ,372850,37,50,,7145,46874|71939,68044|59324|91403|94670|66996|56285|33640,4174,7698|0693|2304,744,38
2/12/2020,XSMN,Sóc Trăng,140942,14,42,,12769,83870|90608,54341|76182|03440|27057|22242|01403|17477,1990,6417|7065|4740,108,23
2/13/2020,XSMN,Tây Ninh,392121,39,21,,37170,19841|83025,09355|06749|50922|20343|56703|63752|03546,7797,6784|1613|1415,119,16
2/13/2020,XSMN,An Giang,713835,71,35,,5381,24497|89521,77803|77893|98540|06539|16434|19834|51045,7474,6275|4995|5441,919,79
2/13/2020,XSMN,Bình Thuận,611281,61,81,,6152,55617|70991,51198|06598|87651|81543|36722|86887|54341,3373,3700|6765|6525,110,70
2/14/2020,XSMN,Vĩnh Long,993867,99,67,,91956,50959|40865,34347|33830|19355|99124|85186|87674|51913,3847,6804|8856|2486,40,3
2/14/2020,XSMN,Bình Dương,561317,56,17,,21299,35466|77355,36368|68908|80902|94495|52999|98186|48576,3323,5419|5156|5438,290,9
2/14/2020,XSMN,Trà Vinh,391151,39,51,,93482,92815|90313,23707|68741|45512|40699|92146|97172|40125,7863,6294|2747|8925,643,8
2/15/2020,XSMN,TPHCM,456041,45,41,,18306,77073|05366,99723|71819|76235|31957|48046|07711|35486,2288,7732|8464|3357,137,28
2/15/2020,XSMN,Long An,410659,41,59,,67672,77076|63404,67379|03042|86759|81969|75381|37922|35693,2865,0410|5901|1321,318,85
2/15/2020,XSMN,Bình Phước,920436,92,36,,46527,68160|49249,82845|70304|98278|44230|98243|99122|45951,903,1884|4622|1344,261,15
2/15/2020,XSMN,Hậu Giang,895715,89,15,,89340,13537|04694,92300|72081|81144|17875|71379|19259|77757,3661,4767|8010|8845,977,5
2/16/2020,XSMN,Tiền Giang,504311,50,11,,81467,89110|84760,66411|39464|45370|40822|54733|83557|09004,6077,0499|2076|1357,351,31
2/16/2020,XSMN,Kiên Giang,87438,8,38,,83708,88692|46850,09984|08871|73116|36877|87019|07306|60570,5169,3089|3285|5126,862,1
2/16/2020,XSMN,Đà Lạt,672718,67,18,,89128,59418|45197,95646|60902|32408|64227|04202|56069|71765,9844,3938|7893|3012,437,56
2/17/2020,XSMN,TPHCM,814312,81,12,,43816,27061|09955,85378|83489|85028|92064|98945|19057|20813,8417,5986|7862|3646,305,19
2/17/2020,XSMN,Đồng Tháp,984741,98,41,,25525,18110|51398,37239|33783|55197|02464|24925|03262|48181,7942,3863|7965|4971,492,3
2/17/2020,XSMN,Cà Mau,549692,54,92,,94317,30658|45007,93286|31503|92294|09533|81198|02447|58721,8012,6499|1240|7342,756,10
2/18/2020,XSMN,Bến Tre,699760,69,60,,35667,36154|90308,75562|90186|89737|03662|61202|01135|83009,6921,7166|7604|3410,947,39
2/18/2020,XSMN,Vũng Tàu,737854,73,54,,2474,12057|65332,33106|74636|43205|45427|47736|07904|58593,4971,5324|6787|5918,938,37
2/18/2020,XSMN,Bạc Liêu,631710,63,10,,43024,09868|72249,11291|11709|81613|15102|85457|80496|93686,8245,1656|1754|4317,659,56
2/19/2020,XSMN,Đồng Nai,888407,88,7,,64363,30168|48539,90293|76817|36790|99710|61678|00933|12816,8511,2192|4668|1367,818,12
2/19/2020,XSMN,Cần Thơ,214910,21,10,,5609,04610|02496,68212|96233|88623|92122|54903|68076|11323,8263,7481|7520|3076,507,71
2/19/2020,XSMN,Sóc Trăng,409161,40,61,,79676,45556|13169,02151|35203|62891|89688|07927|24639|03187,8377,0296|6349|3852,306,92
2/20/2020,XSMN,Tây Ninh,709658,70,58,,88421,27209|40229,03097|20526|00122|37284|80821|93181|19379,6172,6130|8904|4061,999,84
2/20/2020,XSMN,An Giang,152507,15,7,,96771,11608|28163,21894|38088|39815|65000|09091|92107|89002,6598,5071|0143|2147,365,90
2/20/2020,XSMN,Bình Thuận,515653,51,53,,16928,78693|26800,58279|18617|30673|89292|21033|01051|05019,3334,6073|3608|4680,88,9
2/21/2020,XSMN,Vĩnh Long,153238,15,38,,10095,85739|64659,62480|29021|43318|36035|48809|54682|68909,6914,6273|7749|1762,773,76
2/21/2020,XSMN,Bình Dương,882650,88,50,,54590,29624|99515,82038|33577|78661|36736|94064|05570|48504,3292,6958|1518|8444,883,91
2/21/2020,XSMN,Trà Vinh,976073,97,73,,13427,38526|50864,74114|92824|60843|13730|93946|50288|39216,7717,4831|5598|1899,37,74
2/22/2020,XSMN,TPHCM,153601,15,1,,80851,28659|62610,88417|18689|95767|27946|54551|62402|59674,4290,0514|8697|1514,246,66
2/22/2020,XSMN,Long An,651282,65,82,,18760,34710|98202,42797|92454|73189|80272|67631|39269|34224,9987,6257|3001|3784,703,20
2/22/2020,XSMN,Bình Phước,590303,59,3,,49534,47610|54701,13013|79452|74357|34854|04009|73408|52108,6971,0564|8415|9880,855,75
2/22/2020,XSMN,Hậu Giang,936904,93,4,,35052,30797|26526,36321|40607|53788|90092|86483|01878|90290,1009,9077|5598|5238,726,1
2/23/2020,XSMN,Tiền Giang,115934,11,34,,19235,72968|63118,54108|41557|46523|90453|31319|55018|48846,2912,5048|2356|2076,926,97
2/23/2020,XSMN,Kiên Giang,469174,46,74,,28805,34265|58721,95243|52372|54683|95573|13976|02536|44296,8919,5725|8848|9482,407,66
2/23/2020,XSMN,Đà Lạt,281572,28,72,,99420,96375|04459,43351|70859|18015|51623|31166|73353|02016,1208,0164|7166|6066,711,80
2/24/2020,XSMN,TPHCM,236092,23,92,,62946,25304|79854,49144|05313|01408|44501|61066|37072|36696,4888,5390|7387|9914,266,80
2/24/2020,XSMN,Đồng Tháp,812057,81,57,,89698,88635|70532,01721|72236|42221|92487|11614|28213|61915,2211,1356|0338|1242,554,39
2/24/2020,XSMN,Cà Mau,288797,28,97,,22879,01852|41609,20630|86577|13806|27130|19643|04572|47730,2390,2518|0375|2310,830,87
2/25/2020,XSMN,Bến Tre,647376,64,76,,37461,86244|78555,15350|08707|83370|13589|00200|89857|46289,573,1981|7408|5494,341,65
2/25/2020,XSMN,Vũng Tàu,514370,51,70,,78006,14822|80100,99011|64829|45518|32098|97571|04590|24810,5061,2153|0006|7131,101,90
2/25/2020,XSMN,Bạc Liêu,906581,90,81,,52412,69112|98904,78168|40534|51741|19547|21477|89120|37616,4530,8503|3095|1129,899,59
2/26/2020,XSMN,Đồng Nai,716542,71,42,,34627,75301|41671,72456|48260|81509|00562|93558|25139|24904,266,7171|9230|6777,557,66
2/26/2020,XSMN,Cần Thơ,704378,70,78,,35640,12344|92346,97883|61269|01732|07521|74720|88009|49057,5584,7998|4844|9702,5,81
2/26/2020,XSMN,Sóc Trăng,115338,11,38,,49605,41504|68456,93792|67249|21687|46364|51847|30546|14903,5654,7066|1138|5102,763,32
2/27/2020,XSMN,Tây Ninh,163106,16,6,,34455,79014|60746,74608|56448|10045|14262|34718|21139|42476,5111,9613|5880|8200,418,13
2/27/2020,XSMN,An Giang,194123,19,23,,78838,12127|69867,46025|77243|19344|71066|96238|48354|58180,2249,4850|5324|9607,434,66
2/27/2020,XSMN,Bình Thuận,661449,66,49,,39593,69490|72139,57021|35703|58259|56718|76478|85727|00694,6898,6286|3601|4776,35,32
2/28/2020,XSMN,Vĩnh Long,348114,34,14,,27376,30845|48068,23800|98447|55931|34407|02553|07178|09484,2582,0255|5622|3243,979,63
2/28/2020,XSMN,Bình Dương,654620,65,20,,97076,89696|91365,72471|88962|63987|56371|23489|01888|89462,9330,6475|9071|2005,444,45
2/28/2020,XSMN,Trà Vinh,606590,60,90,,87538,17750|12610,83999|06674|59228|26759|88795|24006|58138,4254,4181|4798|9862,507,18
2/29/2020,XSMN,TPHCM,49184,4,84,,32644,59399|51223,85321|20574|74197|02595|18091|93057|68803,8919,5116|8602|3405,325,19
2/29/2020,XSMN,Long An,339274,33,74,,17398,04977|89160,86699|57253|12828|58814|30929|39734|19663,9819,1540|0978|5129,155,54
2/29/2020,XSMN,Bình Phước,747524,74,24,,60228,72165|75309,54344|75389|28279|65918|99332|60869|64415,622,5945|6048|1429,355,82
2/29/2020,XSMN,Hậu Giang,271998,27,98,,9945,93981|02248,04953|95425|45994|76283|16714|80536|73864,9762,6343|3927|1576,703,70
